ID	Gender	Age	Ethnicity	EH
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	0
<S1A-010#H>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	1
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#C>	Women	Young	Pakeha	0
<S1A-012#B>	Women	Young	Pakeha	1
<S1A-012#B>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#H>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	0
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	1
<S1A-013#E>	Women	Young	Pakeha	0
