id	text.id	subfile	spk.ref	zone	date	sex	age	reside	relig	word.count
530	S1B-017	1	B	republic of ireland	2002-2005	female	19-25	NA	catholic	208
531	S1B-017	1	C	mixed between ni and roi	2002-2005	female	19-25	tipperary	catholic	255
532	S1B-017	1	D	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	545
534	S1B-018	1	A	republic of ireland	2002-2005	female	34-41	dublin (city)	catholic	1398
535	S1B-018	1	B	republic of ireland	2002-2005	female	19-25	NA	catholic	205
536	S1B-018	1	C	mixed between ni and roi	2002-2005	female	19-25	tipperary	catholic	189
537	S1B-018	1	D	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	169
542	S1B-020	1	A	republic of ireland	2002-2005	male	50+	dublin (city)	catholic	144
543	S1B-020	1	B	republic of ireland	2002-2005	female	19-25	dublin (city)	catholic	1779
544	S1B-020	1	C	non-corpus speaker	2002-2005	male	19-25	dublin (city)	catholic	0
546	S1B-020	1	E	non-corpus speaker	2002-2005	female	19-25	dublin (city)	catholic	0
549	S1B-021	1	A	northern ireland	1990-1994	male	34-41	belfast	protestant	435
550	S1B-021	1	B	mixed between ni and roi	1990-1994	male	42-49	dublin (city)	catholic	563
552	S1B-021	1	D	northern ireland	1990-1994	male	42-49	fermanagh	catholic	664
554	S1B-022	1	B	northern ireland	1990-1994	male	34-41	down	protestant	221
557	S1B-022	1	E	northern ireland	1990-1994	female	19-25	fermanagh	protestant	237
560	S1B-022	1	H	northern ireland	1990-1994	female	26-33	belfast	catholic	168
563	S1B-023	1	B	northern ireland	1990-1994	male	42-49	NA	protestant	265
564	S1B-023	1	C	northern ireland	1990-1994	male	42-49	tyrone	catholic	193
565	S1B-023	1	D	northern ireland	1990-1994	female	34-41	NA	protestant	102
566	S1B-023	1	E	northern ireland	1990-1994	male	26-33	NA	protestant	104
567	S1B-023	1	F	northern ireland	1990-1994	male	50+	down	catholic	185
568	S1B-023	1	G	mixed between ni and roi	1990-1994	male	50+	belfast	protestant	573
570	S1B-024	1	A	northern ireland	1990-1994	male	34-41	belfast	protestant	422
571	S1B-024	1	B	northern ireland	1990-1994	male	50+	NA	protestant	342
573	S1B-024	1	D	northern ireland	1990-1994	male	34-41	(london)derry	protestant	725
582	S1B-025	1	H	northern ireland	1990-1994	female	42-49	belfast	protestant	149
584	S1B-025	1	J	northern ireland	1990-1994	male	42-49	belfast	protestant	61
593	S1B-026	1	A	mixed between ni and roi	1990-1994	male	34-41	down	protestant	567
594	S1B-026	1	B	northern ireland	1990-1994	male	42-49	belfast	catholic	558
598	S1B-027	1	B	northern ireland	1990-1994	male	42-49	belfast	protestant	332
599	S1B-027	1	C	northern ireland	1990-1994	male	42-49	belfast	protestant	1184
601	S1B-028	1	B	northern ireland	1990-1994	male	50+	(london)derry	protestant	56
603	S1B-028	1	D	mixed between ni and roi	1990-1994	male	50+	(london)derry	catholic	213
604	S1B-028	1	E	northern ireland	1990-1994	male	42-49	belfast	protestant	72
614	S1B-029	1	C	northern ireland	1990-1994	male	42-49	antrim	protestant	178
615	S1B-029	1	D	northern ireland	1990-1994	male	26-33	belfast	catholic	211
616	S1B-029	1	E	mixed between ni and roi	1990-1994	male	42-49	belfast	catholic	273
619	S1B-030	1	A	northern ireland	1990-1994	male	34-41	belfast	protestant	474
620	S1B-030	1	B	northern ireland	1990-1994	male	50+	down	catholic	823
621	S1B-030	1	C	northern ireland	1990-1994	male	50+	armagh	protestant	470
622	S1B-030	1	D	northern ireland	1990-1994	male	42-49	belfast	protestant	261
623	S1B-030	1	E	republic of ireland	1990-1994	male	42-49	kildare	catholic	134
624	S1B-031	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	369
640	S1B-033	1	F	republic of ireland	1990-1994	male	42-49	limerick	catholic	23
646	S1B-034	1	B	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	263
650	S1B-034	1	F	mixed between ni and roi	1990-1994	female	50+	dublin (city)	catholic	208
652	S1B-034	1	H	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	421
655	S1B-035	1	A	republic of ireland	1990-1994	male	NA	NA	catholic	155
662	S1B-036	1	B	republic of ireland	2002-2005	male	NA	NA	catholic	310
664	S1B-036	1	D	republic of ireland	2002-2005	female	42-49	dublin (city)	catholic	242
666	S1B-036	1	F	republic of ireland	2002-2005	male	50+	dublin (city)	catholic	430
672	S1B-037	1	D	republic of ireland	2002-2005	female	34-41	dublin (city)	catholic	309
673	S1B-037	1	E	republic of ireland	2002-2005	male	50+	NA	catholic	579
675	S1B-038	1	B	republic of ireland	2002-2005	male	50+	meath	catholic	199
676	S1B-038	1	C	republic of ireland	2002-2005	male	42-49	kerry	catholic	268
683	S1B-039	1	C	mixed between ni and roi	1990-1994	female	50+	dublin (city)	catholic	793
686	S1B-040	1	A	republic of ireland	1990-1994	male	NA	NA	catholic	435
692	S1B-041	1	B	mixed between ni and roi	1990-1994	female	50+	NA	protestant	1632
693	S1B-042	1	A	northern ireland	1990-1994	male	34-41	belfast	catholic	670
694	S1B-042	1	B	northern ireland	1990-1994	male	50+	tyrone	protestant	1244
696	S1B-043	1	A	northern ireland	1990-1994	male	34-41	belfast	catholic	477
697	S1B-043	1	B	mixed between ni and roi	1990-1994	male	50+	dublin (city)	protestant	1484
700	S1B-044	1	B	mixed between ni and roi	1990-1994	male	50+	antrim	protestant	1386
702	S1B-045	1	B	northern ireland	1990-1994	male	50+	down	protestant	1776
705	S1B-046	1	C	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	158
713	S1B-049	1	B	republic of ireland	1990-1994	male	42-49	tipperary	catholic	1170
726	S1B-051	1	A	northern ireland	1995-2001	male	50+	antrim	protestant	1504
727	S1B-051	1	B	northern ireland	1995-2001	male	50+	belfast	protestant	2
728	S1B-051	1	C	northern ireland	1995-2001	male	50+	(london)derry	protestant	11
729	S1B-051	1	D	northern ireland	1995-2001	male	50+	antrim	protestant	1008
731	S1B-052	1	A	northern ireland	1995-2001	male	50+	antrim	protestant	1048
732	S1B-052	1	B	northern ireland	1995-2001	male	50+	down	catholic	66
733	S1B-052	1	C	northern ireland	1995-2001	male	50+	down	catholic	231
734	S1B-052	1	D	northern ireland	1995-2001	male	50+	down	protestant	763
735	S1B-053	1	A	northern ireland	1995-2001	male	34-41	belfast	protestant	616
736	S1B-053	1	B	northern ireland	1995-2001	male	50+	down	protestant	86
737	S1B-053	1	C	northern ireland	1995-2001	male	50+	down	catholic	36
738	S1B-053	1	D	northern ireland	1995-2001	female	42-49	belfast	protestant	586
740	S1B-053	1	F	northern ireland	1995-2001	male	26-33	belfast	protestant	6
742	S1B-054	1	A	northern ireland	1995-2001	male	50+	antrim	protestant	143
744	S1B-054	1	C	northern ireland	1995-2001	male	50+	down	catholic	14
746	S1B-054	1	E	northern ireland	1995-2001	male	50+	belfast	protestant	153
747	S1B-054	1	F	northern ireland	1995-2001	male	34-41	(london)derry	protestant	878
752	S1B-055	1	C	northern ireland	1995-2001	male	50+	down	catholic	239
754	S1B-055	1	E	northern ireland	1995-2001	male	50+	antrim	protestant	12
755	S1B-055	1	F	northern ireland	1995-2001	male	42-49	belfast	protestant	349
759	S1B-056	1	C	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	658
760	S1B-056	1	D	republic of ireland	1990-1994	male	50+	galway (city)	catholic	177
767	S1B-057	1	B	republic of ireland	1990-1994	male	42-49	NA	catholic	8
769	S1B-057	1	D	republic of ireland	1990-1994	male	42-49	kerry	catholic	223
771	S1B-057	1	F	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	176
772	S1B-057	1	G	republic of ireland	1990-1994	male	42-49	meath	catholic	802
773	S1B-057	1	H	republic of ireland	1990-1994	male	42-49	dublin (city)	jewish	109
775	S1B-058	1	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	804
776	S1B-058	1	B	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	237
779	S1B-058	1	E	republic of ireland	1990-1994	male	42-49	meath	catholic	344
780	S1B-058	1	F	republic of ireland	1990-1994	male	34-41	meath	catholic	369
781	S1B-058	1	G	republic of ireland	1990-1994	male	42-49	NA	catholic	250
782	S1B-059	1	A	republic of ireland	1995-2001	male	42-49	kildare	catholic	1054
785	S1B-060	1	A	republic of ireland	1995-2001	male	42-49	kildare	catholic	2203
787	S1B-060	1	C	republic of ireland	1995-2001	male	42-49	galway (city)	catholic	5
788	S1B-060	1	D	republic of ireland	1995-2001	male	42-49	dublin (city)	catholic	2
811	S1B-066	1	B	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	83
814	S1B-066	1	E	republic of ireland	1990-1994	male	42-49	limerick	catholic	340
817	S1B-067	1	A	republic of ireland	1990-1994	male	42-49	limerick	catholic	121
820	S1B-067	1	D	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	18
822	S1B-067	1	F	republic of ireland	1990-1994	male	42-49	dublin (city)	catholic	152
827	S1B-069	1	A	republic of ireland	1990-1994	male	42-49	limerick	catholic	467
830	S1B-070	1	A	republic of ireland	1990-1994	male	42-49	dublin (city)	catholic	655
831	S1B-070	1	B	republic of ireland	1990-1994	male	50+	dublin (county)	catholic	1135
833	S1B-070	1	D	republic of ireland	1990-1994	male	42-49	limerick	catholic	251
834	S1B-071	1	A	northern ireland	1990-1994	female	50+	belfast	catholic	835
842	S1B-074	1	A	northern ireland	2002-2005	male	42-49	belfast	protestant	1333
845	S1B-074	1	D	non-corpus speaker	2002-2005	male	50+	belfast	protestant	0
849	S1B-076	1	A	republic of ireland	2002-2005	female	34-41	dublin (city)	catholic	1337
850	S1B-076	1	B	republic of ireland	2002-2005	female	34-41	NA	catholic	614
862	S1B-078	1	C	republic of ireland	2002-2005	female	19-25	dublin (city)	protestant	520
864	S1B-078	1	E	northern ireland	2002-2005	female	34-41	dublin (city)	protestant	112
871	S1B-079	1	E	non-corpus speaker	2002-2005	female	42-49	kildare	protestant	0
873	S1B-080	1	A	mixed between ni and roi	2002-2005	male	26-33	NA	catholic	1002
874	S1B-080	1	B	mixed between ni and roi	2002-2005	female	19-25	tipperary	catholic	310
875	S1B-080	1	C	republic of ireland	2002-2005	male	19-25	meath	protestant	272
876	S1B-080	1	D	republic of ireland	2002-2005	female	42-49	dublin (city)	catholic	446
877	S1B-080	1	E	republic of ireland	2002-2005	male	19-25	dublin (city)	catholic	15
878	S1B-080	1	F	mixed between ni and roi	2002-2005	female	19-25	dublin (city)	catholic	0
879	S1B-080	1	G	northern ireland	2002-2005	male	19-25	(london)derry	catholic	50
881	S1B-080	1	P	republic of ireland	2002-2005	female	34-41	dublin (city)	catholic	30
884	S2A-002	1	A	northern ireland	1995-2001	male	34-41	NA	catholic	1144
887	S2A-003	1	B	northern ireland	1990-1994	male	26-33	antrim	catholic	78
893	S2A-004	1	B	northern ireland	2002-2005	male	34-41	belfast	protestant	550
902	S2A-009	1	A	northern ireland	1995-2001	male	42-49	belfast	catholic	935
903	S2A-009	1	B	northern ireland	1995-2001	male	42-49	belfast	catholic	1163
905	S2A-010	1	B	northern ireland	1995-2001	male	42-49	belfast	catholic	427
906	S2A-010	1	C	northern ireland	1995-2001	male	34-41	antrim	protestant	625
907	S2A-010	1	D	northern ireland	1995-2001	female	34-41	belfast	protestant	240
908	S2A-010	2	E	northern ireland	1995-2001	male	42-49	belfast	catholic	632
909	S2A-010	2	F	northern ireland	1995-2001	male	34-41	belfast	catholic	200
916	S2A-014	1	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	1329
919	S2A-016	1	A	republic of ireland	1995-2001	female	34-41	dublin (city)	catholic	2482
933	S2A-023	1	A	northern ireland	1990-1994	male	50+	belfast	protestant	2367
934	S2A-024	1	A	northern ireland	1990-1994	female	50+	belfast	catholic	2105
935	S2A-025	1	A	northern ireland	1990-1994	male	50+	england	protestant	1524
936	S2A-026	1	A	northern ireland	2002-2005	male	50+	belfast	catholic	1964
938	S2A-027	1	A	northern ireland	1990-1994	female	34-41	down	protestant	2211
946	S2A-031	2	B	northern ireland	1990-1994	male	34-41	down	protestant	1365
948	S2A-033	1	A	northern ireland	1990-1994	male	42-49	belfast	catholic	1615
952	S2A-035	1	A	northern ireland	2002-2005	female	50+	belfast	protestant	2244
958	S2A-039	1	A	republic of ireland	1990-1994	male	42-49	cork (county)	catholic	2158
959	S2A-040	1	A	republic of ireland	1990-1994	male	26-33	cork (city)	catholic	1947
976	S2A-044	1	A	republic of ireland	2002-2005	male	50+	dublin (city)	catholic	2039
977	S2A-045	1	A	republic of ireland	2002-2005	male	50+	dublin (city)	catholic	2040
978	S2A-046	1	A	republic of ireland	2002-2005	male	50+	dublin (city)	protestant	2051
979	S2A-047	1	A	republic of ireland	2002-2005	male	50+	dublin (city)	catholic	2340
980	S2A-048	1	A	republic of ireland	2002-2005	male	42-49	dublin (city)	catholic	2200
981	S2A-049	1	A	mixed between ni and roi	2002-2005	male	50+	belfast	catholic	1665
982	S2A-050	1	A	republic of ireland	2002-2005	male	42-49	dublin (city)	catholic	1317
985	S2A-052	1	A	northern ireland	1990-1994	female	42-49	antrim	protestant	2082
992	S2A-055	1	A	northern ireland	2002-2005	female	42-49	down	protestant	2355
998	S2A-060	1	A	republic of ireland	1990-1994	male	42-49	NA	catholic	729
999	S2A-060	2	A	republic of ireland	1990-1994	male	42-49	NA	catholic	1395
1017	S2A-067	1	A	republic of ireland	1990-1994	male	50+	dublin (county)	catholic	2227
1025	S2B-001	1	A	northern ireland	1990-1994	male	34-41	belfast	protestant	486
1027	S2B-001	1	C	northern ireland	1990-1994	male	50+	belfast	protestant	139
1028	S2B-001	1	D	northern ireland	1990-1994	male	42-49	belfast	protestant	96
1030	S2B-001	1	F	northern ireland	1990-1994	male	50+	belfast	protestant	1023
1031	S2B-001	1	G	northern ireland	1990-1994	male	42-49	belfast	protestant	68
1032	S2B-002	1	A	northern ireland	1990-1994	female	42-49	down	protestant	92
1033	S2B-002	1	B	northern ireland	1990-1994	male	42-49	belfast	protestant	10
1036	S2B-002	1	E	northern ireland	1990-1994	male	42-49	antrim	protestant	83
1039	S2B-002	2	H	northern ireland	1990-1994	male	NA	tyrone	catholic	108
1044	S2B-003	1	B	northern ireland	1990-1994	male	26-33	belfast	catholic	263
1050	S2B-003	1	H	northern ireland	1990-1994	male	34-41	down	catholic	79
1052	S2B-003	1	J	northern ireland	1990-1994	male	42-49	belfast	protestant	112
1053	S2B-003	1	K	northern ireland	1990-1994	male	42-49	armagh	protestant	97
1054	S2B-003	1	L	northern ireland	1990-1994	male	42-49	antrim	protestant	86
1058	S2B-004	1	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	371
1060	S2B-004	1	C	northern ireland	1990-1994	male	42-49	belfast	catholic	194
1063	S2B-004	2	E	northern ireland	1990-1994	male	NA	belfast	catholic	77
1065	S2B-004	3	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	479
1066	S2B-004	3	E	northern ireland	1990-1994	male	NA	belfast	catholic	110
1067	S2B-004	3	G	northern ireland	1990-1994	male	42-49	belfast	protestant	79
1070	S2B-004	3	J	northern ireland	1990-1994	male	50+	down	catholic	88
1071	S2B-005	1	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	639
1073	S2B-005	1	C	northern ireland	1990-1994	male	50+	belfast	protestant	99
1075	S2B-005	3	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	397
1080	S2B-005	4	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	91
1082	S2B-005	4	J	northern ireland	1990-1994	female	34-41	belfast	protestant	127
1085	S2B-006	1	C	mixed between ni and roi	1990-1994	male	50+	antrim	protestant	149
1086	S2B-006	1	D	northern ireland	1990-1994	male	42-49	antrim	protestant	116
1089	S2B-006	2	F	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	441
1090	S2B-006	2	G	northern ireland	1990-1994	female	34-41	belfast	protestant	138
1092	S2B-006	2	I	northern ireland	1990-1994	female	42-49	belfast	catholic	83
1093	S2B-007	1	A	northern ireland	1990-1994	male	NA	belfast	catholic	295
1096	S2B-007	1	D	northern ireland	1990-1994	male	50+	belfast	protestant	76
1098	S2B-007	1	F	northern ireland	1990-1994	male	26-33	belfast	protestant	173
1101	S2B-007	1	I	northern ireland	1990-1994	male	42-49	belfast	catholic	308
1102	S2B-007	1	J	northern ireland	1990-1994	female	34-41	belfast	protestant	132
1104	S2B-007	1	L	northern ireland	1990-1994	male	42-49	antrim	protestant	48
1109	S2B-008	1	D	northern ireland	1990-1994	male	34-41	belfast	protestant	318
1110	S2B-008	1	E	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	142
1112	S2B-008	1	G	northern ireland	1990-1994	male	34-41	antrim	protestant	91
1113	S2B-008	1	H	northern ireland	1990-1994	female	26-33	belfast	catholic	165
1115	S2B-008	1	J	northern ireland	1990-1994	male	26-33	belfast	catholic	348
1118	S2B-008	1	M	northern ireland	1990-1994	male	42-49	antrim	protestant	115
1123	S2B-009	1	D	northern ireland	1990-1994	male	42-49	tyrone	catholic	100
1124	S2B-009	1	E	northern ireland	1990-1994	female	26-33	belfast	catholic	118
1125	S2B-009	1	F	northern ireland	1990-1994	male	50+	antrim	catholic	225
1127	S2B-009	1	H	northern ireland	1990-1994	female	26-33	down	protestant	196
1129	S2B-009	1	J	northern ireland	1990-1994	male	19-25	down	protestant	49
1130	S2B-009	1	K	northern ireland	1990-1994	male	34-41	belfast	protestant	127
1132	S2B-010	1	A	mixed between ni and roi	1990-1994	female	26-33	belfast	catholic	258
1133	S2B-010	1	B	northern ireland	1990-1994	male	34-41	belfast	protestant	240
1142	S2B-010	1	K	northern ireland	1990-1994	male	50+	(london)derry	protestant	42
1144	S2B-010	1	M	mixed between ni and roi	1990-1994	male	42-49	antrim	protestant	78
1170	S2B-012	1	L	republic of ireland	1990-1994	male	NA	mayo	catholic	75
1179	S2B-013	1	D	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	64
1183	S2B-013	1	H	mixed between ni and roi	1990-1994	male	34-41	belfast	catholic	158
1194	S2B-015	1	C	republic of ireland	1990-1994	male	NA	NA	catholic	88
1196	S2B-015	1	E	republic of ireland	1990-1994	male	50+	NA	catholic	106
1198	S2B-015	1	G	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	266
1199	S2B-015	1	H	republic of ireland	1990-1994	male	34-41	dublin (city)	protestant	110
1202	S2B-016	1	C	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	41
1203	S2B-016	1	D	republic of ireland	1990-1994	male	34-41	kildare	catholic	192
1204	S2B-016	1	E	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	95
1205	S2B-016	1	F	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	479
1207	S2B-016	1	H	republic of ireland	1990-1994	male	42-49	wicklow	catholic	386
1213	S2B-017	1	F	republic of ireland	1990-1994	male	34-41	kildare	catholic	151
1217	S2B-019	1	B	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	197
1218	S2B-019	1	C	northern ireland	1990-1994	male	42-49	belfast	protestant	85
1220	S2B-019	1	E	northern ireland	1990-1994	male	34-41	belfast	catholic	163
1221	S2B-019	1	F	republic of ireland	1990-1994	male	34-41	sligo	catholic	134
1222	S2B-019	1	G	republic of ireland	1990-1994	male	42-49	dublin (city)	catholic	140
1223	S2B-019	1	H	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	105
1224	S2B-019	1	I	republic of ireland	1990-1994	male	42-49	dublin (city)	catholic	59
1226	S2B-019	1	K	mixed between ni and roi	1990-1994	male	34-41	NA	catholic	230
1236	S2B-022	1	C	northern ireland	1990-1994	female	50+	(london)derry	protestant	227
1238	S2B-022	1	E	northern ireland	1990-1994	female	42-49	belfast	catholic	54
1242	S2B-024	1	B	northern ireland	1990-1994	male	NA	armagh	catholic	173
1244	S2B-024	1	D	northern ireland	1990-1994	male	42-49	belfast	catholic	169
1247	S2B-024	1	G	northern ireland	1990-1994	male	42-49	belfast	catholic	74
1248	S2B-024	1	H	northern ireland	1990-1994	male	50+	(london)derry	catholic	84
1249	S2B-024	1	I	northern ireland	1990-1994	male	NA	belfast	catholic	66
1251	S2B-025	1	A	northern ireland	1990-1994	male	NA	belfast	catholic	157
1253	S2B-025	1	C	northern ireland	1990-1994	male	NA	(london)derry	catholic	144
1254	S2B-025	1	D	northern ireland	1990-1994	male	42-49	belfast	catholic	208
1260	S2B-025	1	J	republic of ireland	1990-1994	male	50+	NA	catholic	148
1262	S2B-025	1	L	northern ireland	1990-1994	female	42-49	NA	catholic	91
1264	S2B-026	1	A	northern ireland	1990-1994	male	26-33	england	catholic	1125
1265	S2B-026	1	B	northern ireland	1990-1994	male	34-41	belfast	protestant	573
1267	S2B-027	1	A	northern ireland	1990-1994	male	26-33	england	catholic	883
1269	S2B-027	1	C	northern ireland	1990-1994	male	34-41	belfast	protestant	665
1272	S2B-028	1	B	northern ireland	1990-1994	male	42-49	belfast	protestant	120
1273	S2B-028	1	C	northern ireland	1990-1994	male	50+	down	protestant	337
1277	S2B-028	1	G	northern ireland	1990-1994	male	50+	belfast	protestant	188
1281	S2B-028	1	K	northern ireland	1990-1994	male	34-41	antrim	protestant	401
1284	S2B-029	1	B	northern ireland	1990-1994	male	42-49	belfast	catholic	570
1287	S2B-029	1	E	northern ireland	1990-1994	male	50+	down	protestant	224
1288	S2B-029	1	F	northern ireland	1990-1994	male	50+	belfast	catholic	92
1290	S2B-031	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	76
1293	S2B-032	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	157
1295	S2B-032	1	C	republic of ireland	1990-1994	male	42-49	wicklow	catholic	457
1297	S2B-033	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	74
1298	S2B-033	1	B	republic of ireland	1990-1994	male	42-49	dublin (city)	catholic	1946
1303	S2B-034	1	E	republic of ireland	1990-1994	male	42-49	tipperary	catholic	68
1305	S2B-034	1	G	republic of ireland	1990-1994	male	34-41	dublin (county)	catholic	185
1306	S2B-034	1	H	republic of ireland	1990-1994	male	26-33	limerick	catholic	41
1307	S2B-034	1	I	republic of ireland	1990-1994	female	34-41	NA	catholic	31
1311	S2B-036	1	A	republic of ireland	1990-1994	male	50+	galway (city)	catholic	1982
1312	S2B-037	1	A	republic of ireland	1990-1994	male	50+	NA	catholic	1995
1313	S2B-038	1	A	republic of ireland	1990-1994	male	26-33	dublin (city)	catholic	2038
1314	S2B-039	1	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	1871
1315	S2B-040	1	A	republic of ireland	1990-1994	male	34-41	dublin (city)	catholic	1985
1316	S2B-041	1	A	mixed between ni and roi	1990-1994	male	42-49	belfast	catholic	2003
1317	S2B-042	1	A	northern ireland	1990-1994	male	50+	antrim	protestant	2083
1318	S2B-043	1	A	northern ireland	1990-1994	male	50+	down	protestant	2020
1320	S2B-045	1	A	northern ireland	1995-2001	male	26-33	down	protestant	1692
1321	S2B-045	2	B	northern ireland	1995-2001	male	26-33	NA	protestant	635
1322	S2B-046	1	A	mixed between ni and roi	1990-1994	female	50+	belfast	protestant	1859
1324	S2B-048	1	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	2050
1325	S2B-049	1	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	1957
1326	S2B-049	2	A	republic of ireland	1990-1994	male	50+	dublin (city)	catholic	512
1327	S2B-050	1	A	republic of ireland	1995-2001	male	42-49	dublin (city)	catholic	1785
