"ID_rater"	"ID_child"	"age_group"	"accent_response"	"accent_numeric"	"rating_language"	"age_months"	"family"
"329"	"R14"	"041SIN"	"preschool"	"w"	1	"DE"	76	"bil-mixed"
"330"	"R15"	"041SIN"	"preschool"	"s"	2	"DE"	76	"bil-mixed"
"331"	"R16"	"041SIN"	"preschool"	"w"	1	"DE"	76	"bil-mixed"
"332"	"R17"	"041SIN"	"preschool"	"s"	2	"DE"	76	"bil-mixed"
"333"	"R18"	"041SIN"	"preschool"	"w"	1	"DE"	76	"bil-mixed"
"334"	"R19"	"041SIN"	"preschool"	"s"	2	"DE"	76	"bil-mixed"
"335"	"R20"	"041SIN"	"preschool"	"w"	1	"DE"	76	"bil-mixed"
"336"	"R21"	"041SIN"	"preschool"	"s"	2	"DE"	76	"bil-mixed"
"337"	"R1"	"042SIN"	"school"	"s"	2	"DE"	85	"bil-rus"
"338"	"R2"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"339"	"R3"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"340"	"R4"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"341"	"R5"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"342"	"R6"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"343"	"R7"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"344"	"R8"	"042SIN"	"school"	"s"	2	"DE"	85	"bil-rus"
"345"	"R9"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"346"	"R10"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"347"	"R11"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"348"	"R12"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"349"	"R13"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"350"	"R14"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"351"	"R15"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"352"	"R16"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"353"	"R17"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"354"	"R18"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"355"	"R19"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"356"	"R20"	"042SIN"	"school"	"s"	2	"DE"	85	"bil-rus"
"357"	"R21"	"042SIN"	"school"	"w"	1	"DE"	85	"bil-rus"
"358"	"R1"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"359"	"R2"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"360"	"R3"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"361"	"R4"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"362"	"R5"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"363"	"R6"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"364"	"R7"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"365"	"R8"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"366"	"R9"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"367"	"R10"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"368"	"R11"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"369"	"R12"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"370"	"R13"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"371"	"R14"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"372"	"R15"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"373"	"R16"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"374"	"R17"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"375"	"R18"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"376"	"R19"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"377"	"R20"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"378"	"R21"	"043SIN"	"school"	"s"	2	"DE"	116	"bil-rus"
"379"	"R1"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"380"	"R2"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"381"	"R3"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"382"	"R4"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"383"	"R5"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"384"	"R6"	"044SIN"	"school"	"w"	1	"DE"	87	"bil-rus"
"385"	"R7"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"386"	"R8"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"387"	"R9"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"388"	"R10"	"044SIN"	"school"	"w"	1	"DE"	87	"bil-rus"
"389"	"R11"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"390"	"R12"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"391"	"R13"	"044SIN"	"school"	"w"	1	"DE"	87	"bil-rus"
"392"	"R14"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"393"	"R15"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"394"	"R16"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"395"	"R17"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"396"	"R18"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"397"	"R19"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"398"	"R20"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"399"	"R21"	"044SIN"	"school"	"s"	2	"DE"	87	"bil-rus"
"400"	"R1"	"048SIN"	"school"	"s"	2	"DE"	100	"bil-rus"
"401"	"R2"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"402"	"R3"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"403"	"R4"	"048SIN"	"school"	"no"	0	"DE"	100	"bil-rus"
"404"	"R5"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"405"	"R6"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"406"	"R7"	"048SIN"	"school"	"s"	2	"DE"	100	"bil-rus"
"407"	"R8"	"048SIN"	"school"	"s"	2	"DE"	100	"bil-rus"
"408"	"R9"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"409"	"R10"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"410"	"R11"	"048SIN"	"school"	"s"	2	"DE"	100	"bil-rus"
"411"	"R12"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"412"	"R13"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"413"	"R14"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"414"	"R15"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"415"	"R16"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"416"	"R17"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"417"	"R18"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"418"	"R19"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"419"	"R20"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"420"	"R21"	"048SIN"	"school"	"w"	1	"DE"	100	"bil-rus"
"421"	"R1"	"101BER"	"preschool"	"w"	1	"DE"	59	"bil-rus"
"422"	"R2"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"423"	"R3"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"424"	"R4"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"425"	"R5"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"426"	"R6"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"427"	"R7"	"101BER"	"preschool"	"w"	1	"DE"	59	"bil-rus"
"428"	"R8"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"429"	"R9"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"430"	"R10"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"431"	"R11"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"432"	"R12"	"101BER"	"preschool"	"w"	1	"DE"	59	"bil-rus"
"433"	"R13"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"434"	"R14"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"435"	"R15"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"436"	"R16"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"437"	"R17"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"438"	"R18"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"439"	"R19"	"101BER"	"preschool"	"s"	2	"DE"	59	"bil-rus"
"440"	"R20"	"101BER"	"preschool"	"w"	1	"DE"	59	"bil-rus"
"441"	"R21"	"101BER"	"preschool"	"w"	1	"DE"	59	"bil-rus"
"442"	"R1"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"443"	"R2"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"444"	"R3"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"445"	"R4"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"446"	"R5"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"447"	"R6"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"448"	"R7"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"449"	"R8"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"450"	"R9"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"451"	"R10"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"452"	"R11"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"453"	"R12"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"454"	"R13"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"455"	"R14"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"456"	"R15"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"457"	"R16"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"458"	"R17"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"459"	"R18"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"460"	"R19"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"461"	"R20"	"102BER"	"preschool"	"s"	2	"DE"	58	"bil-rus"
"462"	"R21"	"102BER"	"preschool"	"w"	1	"DE"	58	"bil-rus"
"463"	"R1"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"464"	"R2"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"465"	"R3"	"105BER"	"preschool"	"s"	2	"DE"	54	"bil-rus"
"466"	"R4"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"467"	"R5"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"468"	"R6"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"469"	"R7"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"470"	"R8"	"105BER"	"preschool"	"s"	2	"DE"	54	"bil-rus"
"471"	"R9"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"472"	"R10"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"473"	"R11"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"474"	"R12"	"105BER"	"preschool"	"no"	0	"DE"	54	"bil-rus"
"475"	"R13"	"105BER"	"preschool"	"s"	2	"DE"	54	"bil-rus"
"476"	"R14"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"477"	"R15"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"478"	"R16"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"479"	"R17"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"480"	"R18"	"105BER"	"preschool"	"s"	2	"DE"	54	"bil-rus"
"481"	"R19"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"482"	"R20"	"105BER"	"preschool"	"s"	2	"DE"	54	"bil-rus"
"483"	"R21"	"105BER"	"preschool"	"w"	1	"DE"	54	"bil-rus"
"484"	"R1"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"485"	"R2"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"486"	"R3"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"487"	"R4"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"488"	"R5"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"489"	"R6"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"490"	"R7"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"491"	"R8"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"492"	"R9"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"493"	"R10"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"494"	"R11"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"495"	"R12"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"496"	"R13"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"497"	"R14"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"498"	"R15"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"499"	"R16"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"500"	"R17"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"501"	"R18"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"502"	"R19"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"503"	"R20"	"129BER"	"preschool"	"w"	1	"DE"	52	"bil-rus"
"504"	"R21"	"129BER"	"preschool"	"no"	0	"DE"	52	"bil-rus"
"505"	"R1"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"506"	"R2"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"507"	"R3"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"508"	"R4"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"509"	"R5"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"510"	"R6"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"511"	"R7"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"512"	"R8"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"513"	"R9"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"514"	"R10"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"515"	"R11"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"516"	"R12"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"517"	"R13"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"518"	"R14"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"519"	"R15"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"520"	"R16"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"521"	"R17"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"522"	"R18"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"523"	"R19"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"524"	"R20"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"525"	"R21"	"01M"	NA	NA	NA	"DE"	72	"mono-de"
"526"	"R1"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"527"	"R2"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"528"	"R3"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"529"	"R4"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"530"	"R5"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"531"	"R6"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"532"	"R7"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"533"	"R8"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"534"	"R9"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"535"	"R10"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"536"	"R11"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"537"	"R12"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"538"	"R13"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"539"	"R14"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"540"	"R15"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"541"	"R16"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"542"	"R17"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"543"	"R18"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"544"	"R19"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"545"	"R20"	"02M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"546"	"R21"	"02M"	"preschool"	"w"	1	"DE"	60	"mono-de"
"547"	"R1"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"548"	"R2"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"549"	"R3"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"550"	"R4"	"03M"	"preschool"	NA	NA	"DE"	48	"mono-de"
"551"	"R5"	"03M"	"preschool"	"s"	2	"DE"	48	"mono-de"
"552"	"R6"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"553"	"R7"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"554"	"R8"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"555"	"R9"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"556"	"R10"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"557"	"R11"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"558"	"R12"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"559"	"R13"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"560"	"R14"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"561"	"R15"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"562"	"R16"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"563"	"R17"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"564"	"R18"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"565"	"R19"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"566"	"R20"	"03M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"567"	"R21"	"03M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"568"	"R1"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"569"	"R2"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"570"	"R3"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"571"	"R4"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"572"	"R5"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"573"	"R6"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"574"	"R7"	"04M"	"preschool"	"w"	1	"DE"	72	"mono-de"
"575"	"R8"	"04M"	"preschool"	"w"	1	"DE"	72	"mono-de"
"576"	"R9"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"577"	"R10"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"578"	"R11"	"04M"	"preschool"	"w"	1	"DE"	72	"mono-de"
"579"	"R12"	"04M"	"preschool"	"w"	1	"DE"	72	"mono-de"
"580"	"R13"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"581"	"R14"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"582"	"R15"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"583"	"R16"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"584"	"R17"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"585"	"R18"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"586"	"R19"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"587"	"R20"	"04M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"588"	"R21"	"04M"	"preschool"	"w"	1	"DE"	72	"mono-de"
"589"	"R1"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"590"	"R2"	"05M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"591"	"R3"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"592"	"R4"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"593"	"R5"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"594"	"R6"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"595"	"R7"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"596"	"R8"	"05M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"597"	"R9"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"598"	"R10"	"05M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"599"	"R11"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"600"	"R12"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"601"	"R13"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"602"	"R14"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"603"	"R15"	"05M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"604"	"R16"	"05M"	"preschool"	"w"	1	"DE"	48	"mono-de"
"605"	"R17"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"606"	"R18"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"607"	"R19"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"608"	"R20"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"609"	"R21"	"05M"	"preschool"	"no"	0	"DE"	48	"mono-de"
"610"	"R1"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"611"	"R2"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"612"	"R3"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"613"	"R4"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"614"	"R5"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"615"	"R6"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"616"	"R7"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"617"	"R8"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"618"	"R9"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"619"	"R10"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"620"	"R11"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"621"	"R12"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"622"	"R13"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"623"	"R14"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"624"	"R15"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"625"	"R16"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"626"	"R17"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"627"	"R18"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"628"	"R19"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"629"	"R20"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"630"	"R21"	"06M"	"preschool"	"no"	0	"DE"	72	"mono-de"
"631"	"R1"	"07M"	"preschool"	"w"	1	"DE"	60	"mono-de"
"632"	"R2"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"633"	"R3"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"634"	"R4"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"635"	"R5"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"636"	"R6"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"637"	"R7"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"638"	"R8"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"639"	"R9"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"640"	"R10"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"641"	"R11"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"642"	"R12"	"07M"	"preschool"	"w"	1	"DE"	60	"mono-de"
"643"	"R13"	"07M"	"preschool"	"w"	1	"DE"	60	"mono-de"
"644"	"R14"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"645"	"R15"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"646"	"R16"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"647"	"R17"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"648"	"R18"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"649"	"R19"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"650"	"R20"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"651"	"R21"	"07M"	"preschool"	"no"	0	"DE"	60	"mono-de"
"652"	"R1"	"08M"	"school"	"w"	1	"DE"	84	"mono-de"
"653"	"R2"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"654"	"R3"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"655"	"R4"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"656"	"R5"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"657"	"R6"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"658"	"R7"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"659"	"R8"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"660"	"R9"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"661"	"R10"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"662"	"R11"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"663"	"R12"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"664"	"R13"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"665"	"R14"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"666"	"R15"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"667"	"R16"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"668"	"R17"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"669"	"R18"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"670"	"R19"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"671"	"R20"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
"672"	"R21"	"08M"	"school"	"no"	0	"DE"	84	"mono-de"
