ire	nze	can	ame	phi	jam	bre	sce	aus	ind
634	1	5	7	5	8	8	4	2	5	9
635	1	5	6	6	9	10	3	1	6	8
636	2	6	5	6	10	10	5	2	5	9
637	2	5	5	7	10	8	4	2	5	10
638	1	6	5	7	10	10	4	2	4	10
639	1	6	6	7	7	8	4	2	4	9
640	2	6	4	5	9	10	5	2	5	10
641	2	5	8	7	10	8	5	2	8	9
642	3	6	9	7	10	9	3	2	6	8
643	1	5	7	8	10	10	4	2	5	10
644	2	5	5	8	10	10	4	2	7	6
645	2	5	8	6	8	9	4	1	7	9
646	1	5	7	7	10	10	5	2	6	10
647	1	6	7	7	10	8	4	1	6	9
648	1	5	8	7	9	10	4	2	3	7
649	1	5	5	7	10	10	4	2	4	8
650	1	5	6	5	10	9	4	2	6	8
651	1	6	6	7	8	8	4	2	5	8
652	1	5	6	7	10	10	4	2	4	10
653	2	5	8	6	7	10	4	2	5	9
654	2	6	7	5	9	8	5	2	5	8
655	2	5	5	7	9	10	5	2	6	7
656	2	5	6	7	7	7	5	2	5	7
657	2	6	5	7	10	9	6	2	3	10
658	1	5	7	7	10	10	4	1	5	6
659	1	6	6	7	10	7	5	2	6	9
660	1	6	7	7	8	10	4	2	5	8
661	1	5	7	5	9	9	5	2	5	10
662	2	6	8	6	10	10	3	2	5	8
663	1	5	6	7	9	10	4	2	6	9
664	2	6	6	7	10	10	5	2	5	10
665	2	5	7	7	10	10	4	2	4	6
666	1	5	8	8	7	9	5	2	4	9
667	2	6	7	6	9	10	5	2	6	8
668	2	6	6	6	10	9	5	2	5	9
669	2	5	6	6	10	9	3	1	6	10
670	1	5	5	7	10	9	3	1	5	9
671	1	5	8	7	10	8	4	2	6	10
672	1	6	5	6	10	9	4	2	6	10
673	2	5	8	7	10	9	5	2	4	8
674	2	5	7	6	10	10	5	2	4	7
675	1	6	8	6	9	7	5	2	3	5
676	2	6	7	7	10	8	4	2	5	10
677	2	5	7	7	10	9	4	2	6	10
678	1	5	6	6	8	10	4	2	5	10
679	1	5	6	7	9	8	4	2	7	8
680	1	4	6	6	10	10	4	2	5	10
681	2	5	8	6	9	10	4	2	7	9
682	2	6	6	6	10	7	4	2	8	10
683	1	5	6	7	7	9	5	2	5	10
684	1	6	5	7	10	10	4	2	1	10
685	1	6	8	8	10	9	5	2	6	8
686	2	5	7	7	10	7	4	2	6	9
687	1	5	6	7	10	10	4	1	5	9
688	2	5	7	7	10	10	4	2	5	10
689	1	4	6	6	10	9	5	2	4	8
690	1	6	5	7	9	9	4	2	5	4
691	1	5	5	6	10	10	5	2	7	8
692	1	5	6	6	10	9	4	2	6	8
693	1	5	7	7	10	9	4	3	6	10
694	2	6	6	6	10	8	4	2	4	6
695	1	5	6	7	10	9	3	2	4	8
696	1	6	6	6	9	7	5	2	6	10
697	2	5	6	7	10	10	4	2	5	10
698	1	5	6	8	6	9	5	2	5	10
699	2	6	7	7	10	10	4	2	4	10
700	1	5	6	6	10	10	3	2	7	10
701	2	5	6	6	7	10	5	2	5	9
702	2	5	7	6	7	10	5	1	5	7
703	1	6	5	7	10	10	4	2	3	9
704	2	5	7	7	9	9	4	2	5	6
705	1	5	5	5	10	10	5	2	6	9
706	2	5	6	7	9	9	4	2	4	6
707	2	6	7	7	8	10	5	2	5	9
708	2	5	7	7	6	9	4	1	5	10
709	2	6	7	7	10	7	4	1	4	10
710	1	5	6	7	10	8	3	2	5	8
711	2	6	5	7	10	8	4	2	6	10
712	1	5	8	8	8	9	4	2	5	7
713	1	5	7	7	7	7	5	2	7	9
714	2	5	6	6	10	8	5	1	5	8
715	2	6	7	6	9	9	4	2	5	7
716	2	5	6	6	10	9	4	2	5	10
717	1	6	4	7	9	9	4	1	5	10
718	3	5	7	6	8	10	5	2	6	5
719	2	5	8	6	9	10	4	2	4	9
720	1	5	8	5	9	8	6	2	5	6
721	1	5	5	7	9	8	3	1	2	7
722	2	5	7	7	10	10	5	2	5	8
723	2	5	6	6	10	9	4	2	5	6
724	1	5	7	5	7	8	4	2	5	10
725	2	6	5	8	10	10	5	2	6	9
726	2	5	6	7	9	10	4	2	5	10
727	1	5	5	6	9	10	5	2	6	10
728	2	6	7	7	10	9	5	2	3	6
729	2	5	6	6	9	7	5	2	4	8
730	1	6	6	8	8	7	4	2	5	9
731	2	5	6	7	10	10	4	2	5	10
732	1	5	6	6	8	8	4	2	6	9
733	1	6	6	8	8	10	4	2	6	5
734	1	6	7	7	9	10	4	2	6	10
735	2	5	7	5	10	10	4	1	5	9
736	1	6	6	6	9	10	4	2	6	9
737	2	5	6	8	9	10	4	2	5	9
738	2	5	4	7	10	10	4	2	3	6
739	2	5	6	8	9	7	4	2	7	10
740	1	5	5	6	10	9	4	2	5	9
741	2	6	6	7	10	8	5	2	6	8
742	2	6	7	6	9	9	4	2	4	9
743	1	5	7	6	9	10	3	1	5	9
744	1	5	6	7	10	9	4	2	5	10
745	2	5	9	6	7	10	5	1	4	10
746	2	6	6	6	10	8	5	2	5	10
747	2	6	7	7	7	10	5	2	6	10
748	2	5	7	7	10	7	5	2	4	9
749	2	5	6	6	9	10	4	2	6	9
750	2	5	6	7	9	9	5	2	5	9
751	2	6	5	7	10	8	4	2	6	7
752	1	5	7	7	10	9	5	2	6	9
753	1	6	6	6	10	8	6	2	5	9
754	2	6	7	7	8	8	5	1	5	8
755	1	6	7	8	10	8	5	2	6	8
756	1	5	6	6	10	9	3	2	5	10
757	1	4	6	7	8	9	4	2	6	9
758	2	5	4	6	9	8	4	2	5	8
759	1	6	6	7	8	7	3	2	6	10
760	1	6	7	7	10	10	5	2	7	10
761	1	5	6	7	10	7	5	2	5	9
762	2	5	7	7	9	9	3	2	4	6
763	2	6	5	7	10	7	4	2	6	9
764	2	5	7	6	10	10	4	2	6	5
765	1	4	5	6	10	10	5	1	5	10
766	2	5	6	6	10	10	3	2	3	10
767	1	6	4	6	10	6	6	1	4	8
768	1	5	7	6	8	8	4	2	8	9
769	2	6	6	6	10	9	6	2	5	10
770	1	6	6	7	10	8	5	1	4	10
771	2	5	7	7	8	10	5	1	3	10
772	2	5	8	6	10	8	5	1	6	10
773	2	5	5	6	10	10	4	2	6	10
774	2	5	6	6	10	9	4	2	4	7
775	2	6	7	7	10	8	3	2	5	9
776	1	5	7	8	8	10	4	1	5	10
777	1	6	6	4	10	10	4	2	4	8
778	1	5	7	6	9	7	4	2	3	10
779	2	6	7	6	9	8	4	2	6	8
780	2	5	7	8	9	10	4	2	6	9
781	1	5	5	8	9	9	5	2	6	8
782	1	5	6	7	9	8	5	2	5	6
783	1	6	6	7	8	9	5	2	5	9
784	1	5	6	6	10	9	3	2	5	8
785	2	6	8	7	8	8	5	2	5	9
786	2	6	8	7	8	9	4	2	2	9
787	2	5	6	7	8	10	5	2	5	8
788	1	5	6	8	9	8	5	1	5	7
789	2	5	6	6	7	10	3	2	5	10
790	2	6	7	7	7	9	4	2	4	6
791	1	6	6	6	9	9	4	2	6	10
792	2	5	5	6	10	9	4	2	6	9
793	2	6	6	6	10	8	5	2	6	8
794	1	5	6	6	7	10	5	2	5	10
795	2	5	5	7	10	9	5	2	7	10
796	2	5	6	7	10	10	5	2	6	10
797	2	5	7	7	10	9	4	2	4	7
798	2	4	7	7	9	10	5	2	5	8
799	2	5	6	6	9	8	4	2	5	7
800	2	6	6	8	10	9	5	1	4	10
801	2	6	6	7	10	6	4	2	5	9
802	1	5	7	6	10	9	4	1	5	6
803	1	6	8	6	10	10	3	2	6	7
804	2	5	6	8	8	10	4	2	5	10
805	2	5	5	6	8	10	4	2	4	6
806	1	5	7	6	8	9	4	2	6	10
807	1	5	6	9	9	9	3	2	4	9
808	2	5	8	8	10	6	4	2	4	8
809	1	6	7	7	10	9	4	2	4	8
810	2	6	7	6	10	10	5	2	4	9
811	2	5	6	7	10	8	5	2	6	10
812	1	6	6	6	8	10	3	2	4	9
813	1	6	5	7	9	10	2	2	5	10
814	1	5	6	7	10	10	3	2	6	9
815	1	5	6	8	9	10	4	2	5	7
816	1	5	6	6	9	8	4	2	5	9
817	2	6	7	8	9	10	4	2	5	8
818	2	6	6	7	9	8	5	2	8	10
819	1	6	5	5	7	10	5	2	5	8
820	1	6	6	6	7	8	3	2	4	9
821	2	5	6	6	10	8	5	2	6	9
822	1	5	5	6	10	7	5	2	6	6
823	2	5	6	7	10	9	4	2	5	10
824	2	5	6	6	9	9	5	2	6	9
825	2	6	6	8	10	10	5	2	4	9
826	2	5	8	6	9	8	4	2	3	10
827	2	6	6	6	10	8	5	2	6	9
828	2	5	7	8	9	6	4	2	5	9
829	1	5	6	7	8	6	5	1	6	9
830	1	4	7	6	10	10	4	1	4	5
831	2	6	6	8	9	9	4	2	5	10
832	2	5	7	8	10	7	5	2	5	10
833	1	5	6	6	6	10	5	2	5	10
834	2	5	8	7	9	10	4	2	5	10
835	1	5	6	7	7	8	4	2	5	8
836	1	5	6	8	10	8	3	1	6	10
837	2	5	6	8	10	8	4	2	7	10
838	2	5	8	6	10	8	3	2	6	10
839	2	5	6	5	10	9	3	2	6	7
840	1	5	6	7	9	10	5	2	5	8
841	1	6	7	7	10	10	4	1	5	9
842	1	5	6	7	10	8	5	2	5	9
843	1	5	7	7	10	9	4	1	6	9
844	1	6	7	7	10	9	4	1	4	10
845	2	5	7	6	10	10	4	2	6	8
846	2	5	6	6	7	9	7	2	5	10
847	2	5	6	6	10	8	4	2	4	10
848	2	5	6	7	10	7	4	1	5	9
849	2	6	6	6	9	10	4	2	6	10
850	2	5	8	6	10	9	6	1	5	9
851	1	6	7	6	10	9	4	2	4	7
852	2	5	5	7	10	10	5	2	5	10
853	2	6	6	7	9	7	4	2	3	9
854	2	5	6	7	9	9	5	2	5	10
855	2	5	6	7	10	9	4	2	4	9
856	2	6	5	6	7	8	4	2	5	7
857	2	5	7	7	10	10	5	2	6	10
858	1	5	6	7	9	9	4	2	5	10
859	2	5	6	7	9	9	4	2	4	10
860	1	5	7	7	9	10	4	2	5	10
861	1	6	8	5	9	7	4	2	5	8
862	1	5	5	6	10	10	4	2	5	10
863	2	6	5	6	8	9	3	2	6	7
864	1	6	8	8	10	10	5	1	6	7
865	1	6	6	6	10	10	4	2	7	10
866	1	4	8	7	8	10	3	2	5	9
867	1	6	7	8	9	10	5	2	6	10
868	1	6	4	5	8	10	4	1	5	10
869	2	5	7	6	9	9	4	3	5	10
870	1	6	6	6	10	9	3	2	3	10
871	2	5	5	7	10	9	5	2	4	8
872	1	5	6	6	10	10	4	2	5	10
873	1	5	7	5	9	10	4	2	6	8
874	1	5	5	7	9	8	5	2	5	9
875	1	5	7	8	8	10	3	2	5	10
876	2	5	8	7	10	8	3	2	5	9
877	1	6	5	6	9	9	3	2	6	9
878	2	5	6	7	8	7	4	2	6	10
879	2	5	8	6	9	7	4	2	6	10
880	2	6	6	6	10	7	4	2	3	10
881	1	5	7	7	10	10	5	2	4	7
882	1	5	6	6	10	10	3	2	5	10
883	2	6	8	6	10	8	4	2	6	10
884	1	5	6	7	10	7	5	2	4	10
885	2	5	6	7	9	10	4	2	5	9
886	1	5	7	6	7	8	5	2	6	9
887	1	6	7	6	10	10	5	2	4	10
888	1	5	7	7	10	9	4	2	6	9
889	2	5	5	6	10	9	6	2	6	8
890	1	5	8	6	10	8	5	2	5	10
891	2	6	6	7	10	10	4	2	5	10
892	1	6	7	6	8	8	4	2	5	9
893	1	5	7	7	10	9	5	2	7	8
894	2	5	7	6	8	8	5	2	5	8
895	2	6	7	6	9	10	5	2	4	6
896	1	5	6	7	10	8	4	2	5	9
897	2	5	7	7	9	10	4	2	3	8
898	1	5	6	6	10	7	3	3	6	10
899	1	4	8	6	10	10	5	2	5	9
900	2	5	7	6	10	9	5	2	4	9
901	3	5	7	6	10	9	5	2	5	9
902	2	6	6	7	9	8	4	2	3	10
903	1	6	8	6	9	9	3	2	3	10
904	2	6	6	6	10	9	4	1	5	10
905	2	5	7	8	9	8	4	2	5	8
906	1	5	7	7	10	10	7	2	6	9
907	2	6	7	7	10	8	4	2	5	8
908	2	5	7	6	10	10	5	2	7	8
909	2	6	8	7	10	9	3	2	5	10
910	1	5	6	6	10	8	5	1	7	9
911	2	5	7	6	9	10	4	2	5	10
912	2	4	6	5	8	8	4	2	6	9
913	1	6	5	7	8	9	3	2	5	7
914	2	5	6	5	10	8	4	1	6	10
915	2	5	7	6	10	9	4	2	6	10
916	1	6	6	8	9	9	5	2	4	7
917	2	5	7	7	7	8	4	2	6	9
918	2	5	5	7	9	10	5	2	5	9
919	2	5	7	6	7	10	4	1	5	9
920	1	5	7	6	9	10	5	2	5	9
921	1	5	8	8	10	7	6	2	4	9
922	2	5	7	7	9	10	6	2	5	10
923	1	6	6	5	10	8	3	1	5	9
924	1	5	6	7	9	10	4	2	5	8
925	1	5	7	6	8	10	4	2	4	8
926	1	5	5	4	10	7	5	2	6	10
927	1	5	7	7	7	10	5	2	5	9
928	2	5	6	7	10	9	5	2	5	8
929	1	5	6	7	8	7	5	1	5	10
930	1	5	5	6	10	8	4	1	5	6
931	1	6	6	6	10	9	3	2	6	8
932	2	5	7	7	10	9	5	2	7	10
933	2	6	4	7	8	7	4	2	5	10
934	2	5	7	8	10	9	4	2	6	9
935	1	6	8	7	10	9	4	2	5	10
936	2	5	8	7	9	8	3	2	6	10
937	1	6	6	5	8	10	6	2	4	8
938	2	5	7	6	10	8	5	2	6	6
939	2	6	6	7	10	9	4	2	6	10
940	1	6	7	7	10	10	5	2	5	9
941	1	5	6	6	8	6	4	2	5	10
942	1	6	7	7	9	8	4	2	4	10
943	2	5	6	6	6	9	4	1	5	10
944	1	6	6	6	5	8	5	2	5	10
945	1	6	6	7	9	8	4	1	6	10
946	2	6	5	6	10	10	4	2	6	8
947	2	5	7	9	10	9	3	2	5	7
948	2	5	6	6	7	10	4	1	3	10
949	1	5	6	5	10	7	4	2	7	10
950	2	5	6	6	10	9	4	2	4	7
951	2	6	5	7	9	10	4	2	5	10
952	2	5	6	7	9	8	4	1	5	9
953	2	6	8	6	8	8	5	1	7	8
954	2	5	7	8	8	10	5	2	4	6
955	1	5	4	8	10	7	3	2	4	9
956	2	6	6	5	10	10	4	2	5	10
957	1	5	6	6	8	9	4	2	5	9
958	2	6	9	5	10	8	5	1	5	10
959	2	6	5	8	9	7	4	2	7	9
960	1	5	6	6	10	10	5	2	4	8
961	2	5	8	7	9	9	5	1	7	9
962	1	5	6	5	10	10	4	2	6	7
963	1	6	7	7	10	8	4	2	5	10
964	2	5	8	8	5	7	5	2	4	9
965	1	5	6	8	10	10	4	2	6	7
966	1	6	6	7	10	10	5	2	3	10
967	1	6	7	6	8	10	5	2	5	9
968	1	6	6	8	10	9	5	2	5	10
969	1	5	6	7	10	10	4	1	7	9
970	2	5	5	8	9	8	4	2	5	8
971	2	6	5	8	10	9	4	2	5	8
972	2	6	6	6	10	10	4	2	4	10
973	2	5	6	5	9	9	5	2	5	10
974	1	6	8	7	6	10	5	2	6	10
975	1	5	6	6	10	9	4	2	5	9
976	2	5	5	8	9	7	5	2	6	9
977	2	6	7	5	10	9	5	2	5	10
978	1	5	6	7	10	8	4	2	4	10
979	2	5	7	7	10	8	4	1	4	10
980	1	5	8	5	9	10	6	2	6	9
981	2	5	7	6	10	9	4	2	3	9
982	2	5	5	8	8	10	4	2	6	10
983	2	5	5	5	10	9	5	2	6	10
984	1	5	5	6	10	7	4	1	5	8
985	1	6	7	7	8	9	5	2	5	7
986	2	5	6	8	10	8	5	2	6	10
987	1	5	6	7	9	10	4	2	6	8
988	1	4	5	7	10	7	3	2	3	8
989	1	5	6	5	8	9	5	1	5	9
990	1	5	6	7	10	9	4	2	5	8
991	2	5	6	7	8	8	5	2	5	6
992	1	5	7	6	10	10	4	2	5	8
993	1	5	6	6	8	8	4	2	5	9
994	2	5	7	9	10	9	5	2	6	9
995	2	6	7	5	10	10	4	1	5	9
996	2	5	6	7	10	8	5	2	5	8
997	2	5	7	6	7	9	4	2	5	9
998	1	5	6	8	8	8	4	2	5	9
999	2	5	6	6	10	9	5	2	5	9
1000	2	5	6	8	8	10	5	2	4	8
1001	2	5	6	6	10	7	4	2	5	9
1002	1	5	6	6	8	8	3	2	4	10
1003	1	5	5	6	10	9	5	2	6	10
1004	2	5	6	6	10	7	4	2	6	7
1005	1	6	6	6	10	10	5	2	5	9
1006	2	5	7	7	9	8	6	2	6	8
1007	2	5	6	8	10	10	3	2	5	10
1008	1	5	6	7	8	8	5	2	4	8
1009	2	5	6	7	9	10	5	1	4	8
1010	2	5	7	5	8	9	4	2	6	8
1011	1	5	7	6	7	8	4	1	6	8
1012	2	5	7	7	9	9	4	2	5	8
1013	2	5	6	7	9	7	4	2	5	9
1014	2	6	5	6	10	10	5	1	5	10
1015	2	5	7	6	9	8	3	2	6	10
1016	1	5	7	8	10	10	4	2	6	10
1017	1	5	6	7	10	10	5	2	4	10
1018	2	6	7	8	9	10	6	2	5	9
1019	2	5	5	6	10	9	4	2	5	10
1020	1	5	5	8	10	10	6	2	6	9
1021	1	6	7	6	8	8	5	1	5	10
1022	1	6	7	5	10	10	3	2	6	8
1023	2	5	6	7	9	9	5	2	5	6
1024	2	6	6	6	10	7	5	2	6	10
1025	1	5	7	8	10	9	5	1	4	10
1026	1	5	8	7	10	9	4	2	4	8
1027	1	5	7	6	10	9	4	2	5	9
1028	1	5	6	5	8	10	5	2	3	8
1029	2	5	6	8	9	9	4	2	6	10
1030	2	5	6	6	10	10	4	2	4	7
1031	1	5	7	6	7	10	5	2	4	8
1032	2	5	7	6	8	7	5	2	6	9
1033	2	6	6	7	10	10	5	2	6	9
1034	2	6	6	7	7	8	4	2	3	8
1035	2	5	7	8	10	7	5	2	4	10
1036	1	6	7	7	8	8	5	1	5	9
1037	2	6	6	6	10	9	4	2	6	10
1038	1	6	7	6	10	9	4	2	5	8
1039	2	6	7	7	9	10	4	2	6	8
1040	1	5	6	8	9	8	4	1	5	8
1041	2	6	7	6	10	8	5	2	5	10
1042	1	5	7	6	9	10	4	2	5	9
1043	1	6	5	6	10	8	5	1	6	10
1044	1	6	6	6	10	9	4	2	7	8
1045	1	5	6	7	10	9	3	2	5	8
1046	1	5	6	7	10	10	5	2	5	10
1047	2	6	6	6	9	8	5	2	3	10
1048	1	5	8	6	8	10	5	2	4	10
1049	1	5	7	8	10	8	4	2	6	10
1050	2	5	6	7	9	7	5	2	5	7
1051	2	5	7	5	10	10	5	2	6	9
1052	1	5	6	6	10	6	3	2	4	10
1053	2	5	6	7	10	8	4	2	7	8
1054	1	5	7	7	10	9	5	2	5	10
1055	1	5	7	7	8	9	6	2	6	9
1056	1	6	6	7	10	10	4	2	3	9
1057	2	5	7	6	10	10	5	1	5	9
1058	1	5	8	8	10	9	5	2	3	10
1059	2	5	7	7	10	10	3	2	4	8
1060	2	6	5	7	10	9	5	2	6	9
1061	2	5	7	8	10	8	4	2	3	6
1062	2	5	7	7	9	10	4	3	6	7
1063	2	5	7	8	8	9	5	2	4	8
1064	1	6	7	7	10	9	5	1	4	7
1065	1	5	6	6	10	10	4	2	5	10
1066	1	5	6	5	10	8	5	2	2	9
1067	2	5	7	7	10	9	4	2	5	7
1068	1	5	6	7	10	9	4	1	5	10
1069	1	5	6	9	9	9	4	1	7	10
1070	1	5	6	6	10	7	5	2	4	9
1071	2	6	7	7	10	10	4	2	4	7
1072	1	5	7	7	9	10	5	2	5	8
1073	2	6	6	6	9	7	5	2	3	10
1074	2	5	7	8	10	9	4	1	4	7
1075	2	6	7	6	8	10	4	2	5	8
1076	2	5	6	8	7	9	4	2	6	10
1077	2	5	6	5	9	9	3	2	4	10
1078	1	6	6	6	10	9	4	2	6	7
1079	2	4	6	7	10	9	3	2	5	10
1080	2	5	6	7	7	10	4	1	3	10
1081	2	5	7	7	8	8	4	2	5	10
1082	2	5	6	6	9	9	4	2	6	10
1083	1	5	7	6	10	10	5	2	5	9
1084	1	5	7	7	9	7	4	2	4	8
1085	1	6	6	8	9	9	4	2	5	9
1086	1	6	7	7	8	10	4	2	6	9
1087	1	5	6	6	9	10	4	2	5	9
1088	1	6	7	7	8	10	5	2	4	10
1089	1	5	6	7	9	10	4	2	7	6
1090	1	6	5	7	9	8	4	1	5	9
1091	2	5	7	9	10	9	4	2	7	10
1092	1	6	8	7	10	10	5	1	5	7
1093	1	5	9	6	10	10	4	1	6	10
1094	1	6	6	8	9	8	3	2	4	8
1095	2	5	7	6	10	8	4	2	4	9
1096	1	6	7	5	10	10	4	2	4	10
1097	2	4	6	6	10	10	4	2	6	9
1098	2	5	8	7	10	9	4	2	6	9
1099	2	5	7	7	10	10	5	1	7	8
1100	1	5	6	8	7	10	4	2	5	7
1101	1	6	6	7	10	8	4	2	3	9
1102	2	5	6	7	10	10	5	1	5	10
1103	2	5	6	7	9	8	4	2	6	10
1104	2	6	6	6	9	9	4	1	6	8
1105	2	5	6	6	10	9	5	2	5	9
1106	1	5	7	6	10	9	5	2	6	10
1107	2	5	7	7	10	7	6	1	5	6
1108	1	5	6	7	10	9	4	2	6	9
1109	1	6	7	6	9	7	4	2	6	8
1110	1	6	8	6	8	10	4	2	6	9
1111	2	6	7	6	10	9	4	2	6	6
1112	1	5	6	6	10	9	3	2	5	9
1113	2	6	5	6	10	10	4	2	5	10
1114	2	5	5	6	10	9	5	2	5	8
1115	2	6	8	6	8	10	5	1	5	10
1116	1	6	7	7	10	9	4	2	5	8
1117	2	4	6	6	7	9	5	2	6	9
1118	1	5	6	8	10	9	4	2	6	9
1119	2	6	8	5	10	9	3	2	5	9
1120	2	5	6	7	8	8	4	2	6	10
1121	1	5	6	7	10	7	4	2	4	9
1122	1	5	6	7	8	9	4	2	6	10
1123	1	5	7	8	10	8	4	2	6	10
1124	1	5	7	8	8	9	5	1	7	7
1125	1	6	6	7	8	10	5	2	4	7
1126	2	5	7	8	8	9	4	2	7	9
1127	1	5	6	7	10	10	4	1	5	8
1128	2	6	4	7	10	8	5	2	5	6
1129	1	6	6	6	7	8	4	2	5	9
1130	1	5	6	6	6	9	5	2	6	9
1131	1	5	5	7	9	10	4	2	6	8
1132	1	5	4	7	10	10	4	2	6	10
1133	2	5	9	6	10	9	4	2	6	8
1134	1	5	8	6	10	9	3	2	5	7
1135	2	5	5	7	8	9	4	1	5	10
1136	2	5	5	7	10	9	3	2	6	8
1137	2	6	4	6	9	10	4	2	7	10
1138	2	6	7	7	7	10	3	2	5	7
1139	2	5	8	7	8	10	4	2	5	10
1140	2	6	6	5	8	7	4	2	5	8
1141	2	6	7	6	9	10	4	3	5	5
1142	2	5	6	7	10	10	4	2	6	10
1143	1	5	8	6	8	9	4	2	6	7
1144	1	5	5	7	9	9	4	2	5	5
1145	1	6	7	7	10	10	4	2	6	10
1146	1	6	6	6	7	8	4	2	5	9
1147	2	6	5	6	10	9	5	2	5	8
1148	1	5	6	6	10	10	4	2	4	8
1149	1	5	6	7	10	9	4	2	5	9
1150	2	5	7	6	10	8	4	2	5	10
1151	1	5	7	7	5	8	5	1	5	10
1152	2	5	8	6	8	10	4	1	5	8
1153	1	5	7	8	10	10	5	2	4	9
1154	1	5	6	6	8	9	4	2	6	10
1155	2	6	7	7	10	10	4	2	4	7
1156	1	5	6	6	10	10	5	2	5	10
1157	1	5	6	6	8	9	4	3	6	8
1158	1	5	5	7	10	8	4	2	5	9
1159	2	6	7	7	9	9	3	2	3	7
1160	2	6	7	7	9	8	4	2	5	9
1161	2	5	7	7	8	9	4	2	4	10
1162	2	5	7	5	9	9	6	2	6	10
1163	1	5	7	7	10	8	4	2	6	10
1164	2	5	7	7	10	9	4	2	6	10
1165	2	5	6	8	10	9	4	2	6	10
1166	1	5	6	6	10	9	3	2	6	7
1167	2	5	8	6	10	10	5	2	5	7
1168	1	6	6	6	10	10	3	2	6	7
1169	2	5	7	6	10	9	5	2	5	7
1170	2	5	6	6	10	8	5	2	7	10
1171	1	5	6	8	8	10	3	2	5	10
1172	2	5	7	6	9	8	5	2	6	10
1173	2	6	6	6	9	7	4	2	5	8
1174	1	5	6	7	9	5	4	2	4	8
1175	2	5	7	7	8	10	5	2	6	9
1176	2	5	6	5	10	9	5	2	6	9
1177	1	5	6	7	9	6	4	2	3	10
1178	1	5	7	6	9	9	5	2	6	7
1179	2	5	6	7	10	6	4	2	4	8
1180	1	5	7	6	10	8	5	2	5	9
1181	2	5	6	7	6	9	5	2	4	7
1182	2	6	7	7	10	8	5	2	5	9
1183	1	5	6	5	10	9	3	2	5	10
1184	2	5	7	6	10	10	5	2	5	10
1185	1	5	5	6	7	10	5	2	3	9
1186	1	5	6	9	7	9	5	2	6	8
1187	2	6	6	7	10	10	4	1	6	8
1188	2	5	6	7	10	8	4	2	4	10
1189	2	6	7	7	7	9	3	2	5	9
1190	2	5	7	7	10	10	4	2	4	10
1191	1	6	5	6	10	7	4	2	4	10
1192	2	5	6	7	10	9	3	2	4	8
1193	1	5	5	7	10	8	3	2	5	10
1194	1	6	5	8	8	9	6	1	5	9
1195	1	5	8	7	9	8	4	2	6	10
1196	1	5	6	9	10	10	5	2	5	7
1197	1	5	6	8	8	10	4	2	5	9
1198	2	5	5	7	10	9	4	2	6	9
1199	2	5	5	6	10	10	4	2	4	8
1200	1	6	6	7	8	9	4	2	5	9
1201	1	5	6	6	10	9	4	2	5	10
1202	2	5	6	7	8	8	5	2	5	9
1203	2	6	6	6	9	8	4	1	5	8
1204	1	5	7	5	9	10	4	2	6	8
1205	2	5	7	7	7	7	6	1	4	8
1206	1	5	6	9	6	9	4	2	5	9
1207	1	5	7	7	8	9	5	2	5	10
1208	1	6	6	6	10	9	5	2	5	10
1209	1	5	7	8	8	10	4	2	4	10
1210	1	5	5	7	10	10	5	1	6	10
1211	1	5	5	7	10	6	4	2	6	10
1212	2	6	5	5	9	8	4	2	8	8
1213	3	5	7	5	9	10	4	1	4	8
1214	1	5	6	7	9	7	5	1	5	10
1215	2	5	8	7	9	7	5	2	5	8
1216	1	5	6	7	10	9	3	2	6	10
1217	2	6	7	7	10	7	4	1	5	7
1218	2	5	6	6	10	9	4	2	5	10
1219	1	6	7	6	9	9	4	2	3	8
1220	1	5	5	7	9	8	4	2	4	9
1221	1	5	8	7	8	10	5	2	3	10
1222	1	5	5	6	7	8	6	2	7	9
1223	1	6	6	6	10	9	4	2	5	10
1224	1	5	5	6	9	9	4	2	4	8
1225	1	5	6	8	10	9	3	2	6	10
1226	2	5	6	7	10	8	4	2	5	10
1227	1	5	9	7	10	10	3	2	5	9
1228	1	6	7	7	6	10	4	2	5	9
1229	1	5	4	4	10	9	5	2	5	10
1230	2	6	5	7	10	9	4	2	5	9
1231	2	6	7	7	8	10	4	2	5	10
1232	2	6	7	6	6	7	4	2	6	7
1233	2	6	6	6	9	7	4	2	3	10
1234	1	5	7	8	8	10	4	2	7	7
1235	1	5	5	7	7	8	4	2	6	10
1236	2	5	6	5	9	10	4	2	5	10
1237	1	5	4	9	10	10	5	2	5	10
1238	2	5	7	7	10	8	5	2	5	9
1239	1	6	7	7	9	8	5	2	5	9
1240	1	5	6	8	10	9	4	2	6	6
1241	1	6	7	8	10	7	3	2	4	8
1242	1	5	6	7	10	8	4	1	6	6
1243	2	5	5	8	10	10	5	2	6	8
1244	1	6	6	6	10	8	4	2	6	8
1245	1	6	7	7	10	8	5	2	5	7
1246	2	5	6	8	10	10	5	1	6	9
1247	2	6	7	5	10	10	5	2	5	10
1248	1	5	6	7	9	7	5	2	5	10
1249	1	5	5	6	8	8	4	2	5	10
1250	2	5	7	7	8	10	4	2	6	10
1251	2	5	4	6	9	9	4	2	5	9
1252	1	5	6	7	10	10	4	2	6	10
1253	2	5	6	6	9	9	4	2	4	8
1254	1	5	6	6	9	7	4	2	5	6
1255	2	6	7	6	10	10	4	2	6	9
1256	1	5	4	6	8	9	4	2	5	8
