"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
2047	"Wanganui Airport"	"Wanganui"	"New Zealand"	-39.9622001647949	175.024993896484
2048	"Herat Airport"	"Herat"	"Afghanistan"	34.2099990844727	62.2282981872559
2049	"Jalalabad Airport"	"Jalalabad"	"Afghanistan"	34.3997993469238	70.4985961914062
2050	"Hamid Karzai International Airport"	"Kabul"	"Afghanistan"	34.565899	69.212303
2051	"Kandahar Airport"	"Kandahar"	"Afghanistan"	31.5058002471924	65.8478012084961
2052	"Maimana Airport"	"Maimama"	"Afghanistan"	35.9308013916016	64.7609024047852
2053	"Mazar I Sharif Airport"	"Mazar-i-sharif"	"Afghanistan"	36.706901550293	67.2097015380859
2054	"Shindand Airport"	"Shindand"	"Afghanistan"	33.3913002014	62.2610015869
2055	"Sheberghan Airport"	"Sheberghan"	"Afghanistan"	36.7508010864258	65.913200378418
2056	"Konduz Airport"	"Kunduz"	"Afghanistan"	36.6651000976562	68.9107971191406
2057	"Bahrain International Airport"	"Bahrain"	"Bahrain"	26.2707996368408	50.6335983276367
2058	"Sheik Isa Air Base"	"Bahrain"	"Bahrain"	25.918399810791	50.5905990600586
2059	"Abha Regional Airport"	"Abha"	"Saudi Arabia"	18.2404003143	42.6566009521
2060	"Al Ahsa Airport"	"Al-ahsa"	"Saudi Arabia"	25.2852993011475	49.4851989746094
2061	"Al Baha Airport"	"El-baha"	"Saudi Arabia"	20.2961006165	41.6343002319
2062	"Bisha Airport"	"Bisha"	"Saudi Arabia"	19.9843997955322	42.6208992004395
2063	"Abqaiq Airport"	"Abqaiq"	"Saudi Arabia"	25.9113006591797	49.5912017822266
2064	"King Fahd International Airport"	"Dammam"	"Saudi Arabia"	26.4712009429932	49.7979011535645
2065	"King Abdulaziz Air Base"	"Dhahran"	"Saudi Arabia"	26.2653999329	50.1520004272
2066	"Jizan Regional Airport"	"Gizan"	"Saudi Arabia"	16.9011001586914	42.5858001708984
2067	"Gassim Airport"	"Gassim"	"Saudi Arabia"	26.3027992248535	43.7743988037109
2068	"Gurayat Domestic Airport"	"Guriat"	"Saudi Arabia"	31.412413	37.278898
2069	"Ha'il Airport"	"Hail"	"Saudi Arabia"	27.437901	41.686298
2070	"Jubail Airport"	"Jubail"	"Saudi Arabia"	27.0389995574951	49.405101776123
2071	"King Faisal Naval Base"	"Jeddah"	"Saudi Arabia"	21.3481006622314	39.1730003356934
2072	"King Abdulaziz International Airport"	"Jeddah"	"Saudi Arabia"	21.6796	39.156502
2073	"King Khaled Military City Airport"	"King Khalid Mil.city"	"Saudi Arabia"	27.9009	45.528198
2074	"Prince Mohammad Bin Abdulaziz Airport"	"Madinah"	"Saudi Arabia"	24.5534	39.705101
2075	"Nejran Airport"	"Nejran"	"Saudi Arabia"	17.611400604248	44.4192008972168
2076	"Al Qaisumah/Hafr Al Batin Airport"	"Hafr Al-batin"	"Saudi Arabia"	28.335199	46.125099
2077	"Pump Station 3 Airport"	"Petroline 3"	"Saudi Arabia"	25.1744995117188	47.4883995056152
2078	"Pump Station 6 Airport"	"Petroline 6"	"Saudi Arabia"	24.7103004455566	44.9645004272461
2079	"Pump Station 10 Airport"	"Petroline 10"	"Saudi Arabia"	24.1072998046875	41.0359992980957
2080	"Rabigh Airport"	"Rabigh"	"Saudi Arabia"	22.702600479126	39.0698013305664
2081	"Rafha Domestic Airport"	"Rafha"	"Saudi Arabia"	29.6263999938965	43.4906005859375
2082	"King Khaled International Airport"	"Riyadh"	"Saudi Arabia"	24.9575996398926	46.6987991333008
2083	"Ras Mishab Airport"	"Rash Mishab"	"Saudi Arabia"	28.0795993804932	48.6110000610352
2084	"Arar Domestic Airport"	"Arar"	"Saudi Arabia"	30.9066009521484	41.1381988525391
2085	"Ras Tanura Airport"	"Ras Tanura"	"Saudi Arabia"	26.7231006622314	50.0307998657227
2086	"Sharurah Airport"	"Sharurah"	"Saudi Arabia"	17.4668998718262	47.1213989257812
2088	"Sulayel Airport"	"Sulayel"	"Saudi Arabia"	20.4647006988525	45.6195983886719
2089	"Tabuk Airport"	"Tabuk"	"Saudi Arabia"	28.3654	36.6189
2090	"Ta’if Regional Airport"	"Taif"	"Saudi Arabia"	21.483001	40.543442
2091	"Thumamah Airport"	"Thumamah"	"Saudi Arabia"	25.2129993438721	46.640998840332
2092	"Ras Tanajib Airport"	"Ras Tanajib"	"Saudi Arabia"	27.8677997589111	48.769100189209
2093	"Turaif Domestic Airport"	"Turaif"	"Saudi Arabia"	31.692188	38.731544
2095	"Al Wajh Domestic Airport"	"Wejh"	"Saudi Arabia"	26.198600769043	36.4763984680176
2096	"Prince Abdulmohsin Bin Abdulaziz Airport"	"Yenbo"	"Saudi Arabia"	24.144199	38.0634
2097	"Abadan Airport"	"Abadan"	"Iran"	30.371099472	48.2282981873
2098	"Dezful Airport"	"Dezful"	"Iran"	32.434399	48.397598
2099	"Aghajari Airport"	"Aghajari"	"Iran"	30.7444	49.6772
2100	"Gachsaran Airport"	"Gachsaran"	"Iran"	30.337600708	50.827999115
2101	"Shahid Asyaee Airport"	"Masjed Soleiman"	"Iran"	32.0023994445801	49.2704010009766
2102	"Omidiyeh Airport"	"Omidyeh"	"Iran"	30.8351993560791	49.5349006652832
2103	"Mahshahr Airport"	"Bandar Mahshahr"	"Iran"	30.5562000274658	49.1519012451172
2104	"Ahwaz Airport"	"Ahwaz"	"Iran"	31.3374004364	48.7620010376
2105	"Abu Musa Island Airport"	"Abumusa I."	"Iran"	25.8757	55.033001
2106	"Bushehr Airport"	"Bushehr"	"Iran"	28.9447994232	50.8345985413
2107	"Bastak Airport"	"Bastak"	"Iran"	27.2126998901367	54.3185997009277
2108	"Asaloyeh Airport"	"Golbandi"	"Iran"	27.4814	52.615501
2109	"Kish International Airport"	"Kish Island"	"Iran"	26.5261993408	53.9802017212
2110	"Bandar Lengeh Airport"	"Bandar Lengeh"	"Iran"	26.531999588	54.824798584
2111	"Khark Island Airport"	"Khark Island"	"Iran"	29.2602996826172	50.3238983154297
2112	"Sirri Island Airport"	"Siri Island"	"Iran"	25.908899307251	54.5393981933594
2113	"Lavan Island Airport"	"Lavan Island"	"Iran"	26.8103008270264	53.3563003540039
2114	"Shahid Ashrafi Esfahani Airport"	"Bakhtaran"	"Iran"	34.3459014893	47.1581001282
2117	"Sanandaj Airport"	"Sanandaj"	"Iran"	35.2458992004395	47.0092010498047
2118	"Hesa Airport"	"Daran"	"Iran"	32.9289016723633	51.5611000061035
2119	"Shahid Vatan Pour Air Base"	"Esfahan"	"Iran"	32.5670013427734	51.6916007995605
2120	"Kashan Airport"	"Kashan"	"Iran"	33.895302	51.577
2121	"Esfahan Shahid Beheshti International Airport"	"Esfahan"	"Iran"	32.7508010864258	51.8613014221191
2122	"Badr Air Base"	"Sepah"	"Iran"	32.6211013793945	51.6969985961914
2123	"Sardar-e-Jangal Airport"	"Rasht"	"Iran"	37.323333	49.617778
2125	"Arak Airport"	"Arak"	"Iran"	34.1380996704102	49.8473014831543
2126	"Ghazvin Azadi Airport"	"Abe-ali"	"Iran"	35.9520988464355	50.4508018493652
2127	"Kushke Nosrat Airport"	"Kushke Nosrat"	"Iran"	34.984001159668	50.8061981201172
2128	"Doshan Tappeh Air Base"	"Teheran"	"Iran"	35.7029991149902	51.4751014709473
2130	"Ghale Morghi Airport"	"Teheran"	"Iran"	35.6447982788086	51.3806991577148
2131	"Mehrabad International Airport"	"Teheran"	"Iran"	35.6892013549805	51.3134002685547
2132	"Qazvin Airport"	"Ghazvin"	"Iran"	36.240101	50.0471
2133	"Naja Airport"	"Khoram Dareh"	"Iran"	35.7762985229492	50.8810005187988
2134	"Bandar Abbas International Airport"	"Bandar Abbas"	"Iran"	27.2182998657227	56.377799987793
2135	"Jiroft Airport"	"Jiroft"	"Iran"	28.7269001007	57.67029953
2136	"Kerman Airport"	"Kerman"	"Iran"	30.2744007111	56.9510993958
2138	"Havadarya Airport"	"Bandar Abbas"	"Iran"	27.1583003997803	56.1725006103516
2139	"Dayrestan Airport"	"Gheshm I."	"Iran"	26.7546005249023	55.902400970459
2141	"Sirjan Airport"	"Sirjan"	"Iran"	29.5508995056152	55.6726989746094
2142	"Birjand Airport"	"Birjand"	"Iran"	32.8981018066406	59.2661018371582
2143	"Sarakhs Airport"	"Sarakhs"	"Iran"	36.5012016296387	61.0648994445801
2144	"Shahroud Airport"	"Emam Shahr"	"Iran"	36.4253005981	55.1041984558
2147	"Tabas Airport"	"Tabas"	"Iran"	33.6678009033	56.8927001953
2148	"Kalaleh Airport"	"Kalaleh"	"Iran"	37.3833007812	55.4519996643
2151	"Ramsar Airport"	"Ramsar"	"Iran"	36.9099006652832	50.6795997619629
2153	"Fasa Airport"	"Fasa"	"Iran"	28.8917999267578	53.7233009338379
2154	"Jahrom Airport"	"Jahrom"	"Iran"	28.5867004395	53.5791015625
2156	"Lamerd Airport"	"Lamerd"	"Iran"	27.3726997375	53.1888008118
2157	"Shiraz Shahid Dastghaib International Airport"	"Shiraz"	"Iran"	29.5391998291016	52.5898017883301
2158	"Khoy Airport"	"Khoy"	"Iran"	38.4275016784668	44.9735984802246
2162	"Tabriz International Airport"	"Tabriz"	"Iran"	38.1338996887207	46.2350006103516
2163	"Zanjan Airport"	"Zanjan"	"Iran"	36.7737007141	48.3594017029
2164	"Shahid Sadooghi Airport"	"Yazd"	"Iran"	31.9048995972	54.2765007019
2165	"Zabol Airport"	"Zabol"	"Iran"	31.0983009338379	61.5438995361328
2166	"Konarak Airport"	"Chah Bahar"	"Iran"	25.4433002472	60.3820991516
2167	"Zahedan International Airport"	"Zahedan"	"Iran"	29.475700378418	60.9062004089355
2168	"Iran Shahr Airport"	"Iran Shahr"	"Iran"	27.2360992432	60.7200012207
2169	"Saravan Airport"	"Saravan"	"Iran"	27.4193000793457	62.3157997131348
2170	"Queen Alia International Airport"	"Amman"	"Jordan"	31.7226009369	35.9931983948
2171	"Amman-Marka International Airport"	"Amman"	"Jordan"	31.9727001190186	35.9916000366211
2172	"Aqaba King Hussein International Airport"	"Aqaba"	"Jordan"	29.6116008758545	35.0181007385254
2173	"Prince Hassan Air Base"	"Hotel Four"	"Jordan"	32.160702	37.149399
2174	"Jerusalem Airport"	"Jerusalem"	"West Bank"	31.864700317383	35.219200134277
2175	"King Hussein Air College"	"Mafraq"	"Jordan"	32.3564	36.259201
2176	"Kuwait International Airport"	"Kuwait"	"Kuwait"	29.2266006469727	47.9688987731934
2177	"Beirut Rafic Hariri International Airport"	"Beirut"	"Lebanon"	33.8208999633789	35.4883995056152
2178	"Rene Mouawad Air Base"	"Kleiat"	"Lebanon"	34.589298248291	36.0112991333008
2179	"Abu Dhabi International Airport"	"Abu Dhabi"	"United Arab Emirates"	24.4330005645752	54.6511001586914
2180	"Bateen Airport"	"Abu Dhabi"	"United Arab Emirates"	24.4283008575439	54.4580993652344
2181	"Al Hamra Aux Airport"	"Al Hamra"	"United Arab Emirates"	24.0739994049072	52.4636001586914
2182	"Jebel Dhana Airport"	"Jebel Dhana"	"United Arab Emirates"	24.1874008178711	52.6139984130859
2184	"Al Dhafra Air Base"	"Abu Dhabi"	"United Arab Emirates"	24.2481994629	54.5476989746
2185	"Arzanah Airport"	"Arzana"	"United Arab Emirates"	24.7805004119873	52.5598983764648
2186	"Das Island Airport"	"Das Island"	"United Arab Emirates"	25.1462001800537	52.8736991882324
2187	"Zirku Airport"	"Zirku"	"United Arab Emirates"	24.862491607666	53.0771408081055
2188	"Dubai International Airport"	"Dubai"	"United Arab Emirates"	25.2527999878	55.3643989563
2189	"Fujairah International Airport"	"Fujeirah"	"United Arab Emirates"	25.1121997833252	56.3240013122559
2190	"Ras Al Khaimah International Airport"	"Ras Al Khaimah"	"United Arab Emirates"	25.6135005950928	55.9388008117676
2191	"Sharjah International Airport"	"Sharjah"	"United Arab Emirates"	25.3285999298096	55.5172004699707
2192	"Khasab Air Base"	"Khasab"	"Oman"	26.1709995269775	56.2406005859375
2193	"Masirah Air Base"	"Masirah"	"Oman"	20.6753997802734	58.8904991149902
2194	"Muscat International Airport"	"Muscat"	"Oman"	23.5932998657227	58.2844009399414
2195	"Salalah Airport"	"Salalah"	"Oman"	17.0387001037598	54.0913009643555
2196	"Thumrait Air Base"	"Thumrait"	"Oman"	17.6660003662109	54.024600982666
2197	"Bhagatanwala Airport"	"Bhagtanwala"	"Pakistan"	32.056098938	72.9484024048
2202	"Faisalabad International Airport"	"Faisalabad"	"Pakistan"	31.3649997711182	72.9947967529297
2203	"Gwadar International Airport"	"Gwadar"	"Pakistan"	25.2332992553711	62.3294982910156
2204	"Gilgit Airport"	"Gilgit"	"Pakistan"	35.9188003540039	74.3336029052734
2205	"Shahbaz Air Base"	"Jacobsbad"	"Pakistan"	28.284200668335	68.4496994018555
2206	"Jinnah International Airport"	"Karachi"	"Pakistan"	24.9065	67.160797
2207	"Alama Iqbal International Airport"	"Lahore"	"Pakistan"	31.5216007232666	74.4036026000977
2208	"Walton Airport"	"Lahore"	"Pakistan"	31.494800567627	74.3461990356445
2209	"Mangla Airport"	"Mangla"	"Pakistan"	33.0500984191895	73.6383972167969
2210	"Muzaffarabad Airport"	"Muzaffarabad"	"Pakistan"	34.3390007019043	73.5085983276367
2211	"Mianwali Air Base"	"Mianwali"	"Pakistan"	32.5630989074707	71.5707015991211
2212	"Moenjodaro Airport"	"Moenjodaro"	"Pakistan"	27.3351993560791	68.1430969238281
2213	"Masroor Air Base"	"Karachi"	"Pakistan"	24.8936004638672	66.9387969970703
2214	"Multan International Airport"	"Multan"	"Pakistan"	30.2031993865967	71.4190979003906
2215	"Shaheed Benazirabad Airport"	"Nawabshah"	"Pakistan"	26.2194	68.390099
2216	"Okara Cantonment Airstrip"	"Okara"	"Pakistan"	30.7409992218	73.3576965332
2217	"Panjgur Airport"	"Panjgur"	"Pakistan"	26.9545001983643	64.1324996948242
2218	"Pasni Airport"	"Pasni"	"Pakistan"	25.2905006408691	63.345100402832
2219	"Peshawar International Airport"	"Peshawar"	"Pakistan"	33.9939002990723	71.5146026611328
2220	"Qasim Airport"	"Qasim"	"Pakistan"	33.5601997375488	73.033203125
2221	"Quetta International Airport"	"Quetta"	"Pakistan"	30.2513999938965	66.9377975463867
2222	"Shaikh Zaid Airport"	"Rahim Yar Khan"	"Pakistan"	28.3838996887207	70.2796020507812
2223	"Benazir Bhutto International Airport"	"Islamabad"	"Pakistan"	33.616699	73.099197
2224	"Risalpur Air Base"	"Risalpur"	"Pakistan"	34.0811004638672	71.9726028442383
2225	"Rawalakot Airport"	"Rawala Kot"	"Pakistan"	33.8497009277344	73.7981033325195
2227	"Sukkur Airport"	"Sukkur"	"Pakistan"	27.7220001220703	68.7917022705078
2228	"Saidu Sharif Airport"	"Saidu Sharif"	"Pakistan"	34.8135986328125	72.3527984619141
2229	"Sui Airport"	"Sui"	"Pakistan"	28.6450996398926	69.1769027709961
2230	"Talhar Airport"	"Talhar"	"Pakistan"	24.8414993286133	68.8384017944336
2232	"Wana Airport"	"Wana"	"Pakistan"	32.3046989440918	69.5703964233398
2233	"Zhob Airport"	"Zhob"	"Pakistan"	31.3584003448486	69.4636001586914
2234	"Basrah International Airport"	"Basrah"	"Iraq"	30.5491008758545	47.6621017456055
2235	"Aleppo International Airport"	"Aleppo"	"Syria"	36.1806983947754	37.2243995666504
2236	"Damascus International Airport"	"Damascus"	"Syria"	33.4114990234375	36.5155982971191
2237	"Deir ez-Zor Air Base"	"Deire Zor"	"Syria"	35.2854	40.175999
2239	"Bassel Al-Assad International Airport"	"Latakia"	"Syria"	35.4011001586914	35.9486999511719
2240	"Palmyra Airport"	"Palmyra"	"Syria"	34.5574	38.316898
2241	"Doha International Airport"	"Doha"	"Qatar"	25.261101	51.565102
2242	"Canton Island Airport"	"Canton Island"	"Kiribati"	-2.76812005043	-171.710006714
2243	"Rota International Airport"	"Rota"	"Northern Mariana Islands"	14.1743001937866	145.24299621582
2244	"Saipan International Airport"	"Saipan"	"Northern Mariana Islands"	15.119	145.729004
2245	"Andersen Air Force Base"	"Andersen"	"Guam"	13.584	144.929998
2246	"Antonio B. Won Pat International Airport"	"Agana"	"Guam"	13.4834003448	144.796005249
2247	"Tinian International Airport"	"West Tinian"	"Northern Mariana Islands"	14.9991998672485	145.619003295898
2249	"Marshall Islands International Airport"	"Majuro"	"Marshall Islands"	7.06476020812988	171.272003173828
2250	"Dyess Army Air Field"	"Kwajalein"	"Marshall Islands"	9.39688968658	167.470993042
2251	"Bucholz Army Air Field"	"Kwajalein"	"Marshall Islands"	8.72012042999268	167.731994628906
2252	"Cassidy International Airport"	"Kiritimati"	"Kiribati"	1.98616003990173	-157.350006103516
2253	"Henderson Field"	"Midway"	"Midway Islands"	28.2017002105713	-177.380996704102
2254	"Chuuk International Airport"	"Chuuk"	"Micronesia"	7.46187019348145	151.843002319336
2255	"Pohnpei International Airport"	"Pohnpei"	"Micronesia"	6.98509979248047	158.208999633789
2256	"Babelthuap Airport"	"Babelthuap"	"Palau"	7.36731	134.544236
2257	"Kosrae International Airport"	"Kosrae"	"Micronesia"	5.35698	162.957993
2258	"Yap International Airport"	"Yap"	"Micronesia"	9.49891	138.082993
2259	"Kinmen Airport"	"Kinmen"	"Taiwan"	24.4279	118.359001
2260	"Pingtung South Airport"	"Pingtung"	"Taiwan"	22.672399520874	120.46199798584
2261	"Longtan Air Base"	"Longtang"	"Taiwan"	24.8551006317139	121.237998962402
2262	"Taitung Airport"	"Fengnin"	"Taiwan"	22.7549991607666	121.101997375488
2263	"Lyudao Airport"	"Green Island"	"Taiwan"	22.673900604248	121.466003417969
2264	"Kaohsiung International Airport"	"Kaohsiung"	"Taiwan"	22.5771007537842	120.349998474121
2265	"Chiayi Airport"	"Chiayi"	"Taiwan"	23.461799621582	120.392997741699
2267	"Lanyu Airport"	"Lanyu"	"Taiwan"	22.0270004272461	121.535003662109
2268	"Taichung Ching Chuang Kang Airport"	"Taichung"	"Taiwan"	24.2646999359131	120.621002197266
2270	"Tainan Airport"	"Tainan"	"Taiwan"	22.9503993988037	120.206001281738
2271	"Hsinchu Air Base"	"Hsinchu"	"Taiwan"	24.8180007935	120.939002991
2272	"Makung Airport"	"Makung"	"Taiwan"	23.5687007904053	119.627998352051
2273	"Chihhang Air Base"	"Taitung"	"Taiwan"	22.7931003570557	121.181999206543
2274	"Pingtung North Airport"	"Pingtung"	"Taiwan"	22.7001991271973	120.482002258301
2275	"Taipei Songshan Airport"	"Taipei"	"Taiwan"	25.0694007873535	121.552001953125
2276	"Taiwan Taoyuan International Airport"	"Taipei"	"Taiwan"	25.0777	121.233002
2277	"Wang-an Airport"	"Wang An"	"Taiwan"	23.3673725128174	119.502777099609
2278	"Hualien Airport"	"Hualien"	"Taiwan"	24.023099899292	121.61799621582
2279	"Narita International Airport"	"Tokyo"	"Japan"	35.7647018433	140.386001587
2280	"Matsumoto Airport"	"Matsumoto"	"Japan"	36.1668014526367	137.923004150391
2281	"Hyakuri Airport"	"Ibaraki"	"Japan"	36.181098938	140.414993286
2282	"Minami Torishima Airport"	"Minami Tori Shima"	"Japan"	24.2896995544	153.979003906
2283	"Iwo Jima Airport"	"Iwojima"	"Japan"	24.7840003967285	141.322998046875
2284	"Nanki Shirahama Airport"	"Nanki-shirahama"	"Japan"	33.6622009277	135.363998413
2285	"Kohnan Airport"	"Kohnan"	"Japan"	34.5908012390137	133.932998657227
2286	"Tokachi-Obihiro Airport"	"Obihiro"	"Japan"	42.7332992554	143.216995239
2287	"New Chitose Airport"	"Sapporo"	"Japan"	42.7751998901367	141.692001342773
2288	"Hakodate Airport"	"Hakodate"	"Japan"	41.7700004578	140.822006226
2289	"Chitose Air Base"	"Chitose"	"Japan"	42.7944984436	141.666000366
2290	"Memanbetsu Airport"	"Memanbetsu"	"Japan"	43.8805999756	144.164001465
2291	"Nakashibetsu Airport"	"Nakashibetsu"	"Japan"	43.5774993896	144.960006714
2293	"Tokachi Airport"	"Tokachi"	"Japan"	42.8904991149902	143.158004760742
2294	"Wakkanai Airport"	"Wakkanai"	"Japan"	45.4042015076	141.800994873
2295	"Iki Airport"	"Iki"	"Japan"	33.7490005493	129.785003662
2296	"Yamaguchi Ube Airport"	"Yamaguchi"	"Japan"	33.9300003052	131.279006958
2297	"Tsushima Airport"	"Tsushima"	"Japan"	34.2849006653	129.330993652
2298	"Monbetsu Airport"	"Monbetsu"	"Japan"	44.3039016724	143.404006958
2299	"Asahikawa Airport"	"Asahikawa"	"Japan"	43.6707992553711	142.447006225586
2300	"Okushiri Airport"	"Okushiri"	"Japan"	42.0717010498	139.432998657
2301	"Rishiri Airport"	"Rishiri Island"	"Japan"	45.2420005798	141.186004639
2302	"Ashiya Airport"	"Ashiya"	"Japan"	33.8830986022949	130.65299987793
2303	"Yakushima Airport"	"Yakushima"	"Japan"	30.3855991364	130.658996582
2304	"Fukue Airport"	"Fukue"	"Japan"	32.6663017272949	128.832992553711
2305	"Fukuoka Airport"	"Fukuoka"	"Japan"	33.5858993530273	130.45100402832
2306	"New Tanegashima Airport"	"Tanegashima"	"Japan"	30.6051006317	130.990997314
2307	"Kagoshima Airport"	"Kagoshima"	"Japan"	31.8034000396729	130.718994140625
2308	"Miyazaki Airport"	"Miyazaki"	"Japan"	31.877199173	131.449005127
2309	"Nyutabaru Airport"	"Nyutabaru"	"Japan"	32.0835990905762	131.45100402832
2310	"Oita Airport"	"Oita"	"Japan"	33.4794006348	131.736999512
2311	"Kitakyūshū Airport"	"Kitakyushu"	"Japan"	33.8459014893	131.035003662
2312	"Kumamoto Airport"	"Kumamoto"	"Japan"	32.8372993469238	130.854995727539
2313	"Nagasaki Airport"	"Nagasaki"	"Japan"	32.9169006348	129.914001465
2314	"Kanoya Airport"	"Kanoya"	"Japan"	31.3675994873047	130.845001220703
2315	"Tsuiki Air Field"	"Tsuiki"	"Japan"	33.6850013733	131.039993286
2316	"Amami Airport"	"Amami"	"Japan"	28.4305992126465	129.712997436523
2317	"Okierabu Airport"	"Okierabu"	"Japan"	27.4255008698	128.701004028
2318	"Tokunoshima Airport"	"Tokunoshima"	"Japan"	27.8363990783691	128.880996704102
2319	"Fukui Airport"	"Fukui"	"Japan"	36.1427993774	136.223999023
2320	"Gifu Airport"	"Gifu"	"Japan"	35.394100189209	136.869995117188
2321	"Hamamatsu Airport"	"Hamamatsu"	"Japan"	34.7501983642578	137.703002929688
2322	"Komatsu Airport"	"Kanazawa"	"Japan"	36.3945999145508	136.406997680664
2323	"Oki Airport"	"Oki Island"	"Japan"	36.1810989379883	133.324996948242
2324	"Toyama Airport"	"Toyama"	"Japan"	36.6483001708984	137.188003540039
2325	"Shizuhama Airport"	"Yaizu"	"Japan"	34.812801361084	138.298004150391
2326	"Hiroshima Airport"	"Hiroshima"	"Japan"	34.4361000061	132.919006348
2327	"Okayama Airport"	"Okayama"	"Japan"	34.7569007874	133.854995728
2328	"Izumo Airport"	"Izumo"	"Japan"	35.4136009216	132.88999939
2329	"Hofu Airport"	"Hofu"	"Japan"	34.0346984863281	131.54899597168
2330	"Miho Yonago Airport"	"Miho"	"Japan"	35.4921989440918	133.235992431641
2332	"Kōchi Ryōma Airport"	"Kochi"	"Japan"	33.546101	133.669006
2333	"Matsuyama Airport"	"Matsuyama"	"Japan"	33.8272018432617	132.699996948242
2334	"Osaka International Airport"	"Osaka"	"Japan"	34.7854995727539	135.438003540039
2335	"Tottori Airport"	"Tottori"	"Japan"	35.5301017761	134.167007446
2336	"Tokushima Airport/JMSDF Air Base"	"Tokushima"	"Japan"	34.132801	134.606995
2337	"Takamatsu Airport"	"Takamatsu"	"Japan"	34.2141990662	134.01600647
2338	"Yao Airport"	"Osaka"	"Japan"	34.5962982177734	135.602996826172
2339	"Ozuki Airport"	"Ozuki"	"Japan"	34.0452995300293	131.052001953125
2340	"Aomori Airport"	"Aomori"	"Japan"	40.7346992492676	140.690994262695
2341	"Yamagata Airport"	"Yamagata"	"Japan"	38.4118995667	140.371002197
2342	"Sado Airport"	"Sado"	"Japan"	38.0601997375	138.414001465
2343	"Hachinohe Airport"	"Hachinoe"	"Japan"	40.5564002990723	141.466003417969
2344	"Hanamaki Airport"	"Hanamaki"	"Japan"	39.4286003112793	141.134994506836
2345	"Akita Airport"	"Akita"	"Japan"	39.6156005859375	140.218994140625
2346	"Misawa Air Base"	"Misawa"	"Japan"	40.7032012939	141.367996216
2347	"Sendai Airport"	"Sendai"	"Japan"	38.1397018433	140.917007446
2348	"Matsushima Air Base"	"Matsushima"	"Japan"	38.4048995972	141.220001221
2350	"Atsugi Naval Air Facility"	"Atsugi"	"Japan"	35.4546012878418	139.449996948242
2351	"Tateyama Airport"	"Tateyama"	"Japan"	34.987099	139.828995
2352	"Hachijojima Airport"	"Hachijojima"	"Japan"	33.1150016785	139.785995483
2353	"Iruma Air Base"	"Iruma"	"Japan"	35.8418998718262	139.410995483398
2354	"Kisarazu Airport"	"Kisarazu"	"Japan"	35.3983001708984	139.910003662109
2355	"Shimofusa Airport"	"Shimofusa"	"Japan"	35.798900604248	140.011001586914
2356	"Oshima Airport"	"Oshima"	"Japan"	34.7820014954	139.36000061
2358	"Kastner Army Heliport"	"Zama"	"Japan"	35.5138015747	139.393997192
2359	"Tokyo Haneda International Airport"	"Tokyo"	"Japan"	35.552299	139.779999
2360	"Yokota Air Base"	"Yokota"	"Japan"	35.7485008239746	139.348007202148
2361	"Gwangju Airport"	"Kwangju"	"South Korea"	35.123173	126.805444
2364	"Jeon Ju Airport (G-703)"	"Jhunju"	"South Korea"	35.87808	127.119112
2365	"Yeosu Airport"	"Yeosu"	"South Korea"	34.8423004150391	127.616996765137
2366	"Sokcho Airport"	"Sokch'o"	"South Korea"	38.1426010131836	128.598999023438
2367	"Gangneung Airport (K-18)"	"Kangnung"	"South Korea"	37.753601	128.943915
2370	"Jeju International Airport"	"Cheju"	"South Korea"	33.5112991333008	126.49299621582
2371	"Jinhae Airbase/Airport (G-813/K-10)"	"Chinhae"	"South Korea"	35.140248	128.696229
2372	"Gimhae International Airport"	"Busan"	"South Korea"	35.1795005798	128.93800354
2374	"Ulsan Airport"	"Ulsan"	"South Korea"	35.59349823	129.352005005
2375	"A 511 Airport"	"Pyongtaek"	"South Korea"	36.9622001647949	127.03099822998
2376	"Seoul Air Base (K-16)"	"Seoul East"	"South Korea"	37.444744	127.112718
2377	"Osan Air Base"	"Osan"	"South Korea"	37.090599	127.029999
2378	"Gimpo International Airport"	"Seoul"	"South Korea"	37.5583	126.791
2379	"Suwon Airport"	"Suwon"	"South Korea"	37.2393989562988	127.00700378418
2380	"Pohang Airport (G-815/K-3)"	"Pohang"	"South Korea"	35.987955	129.420383
2381	"Daegu Airport"	"Taegu"	"South Korea"	35.896872	128.65531
2383	"Yecheon Airbase"	"Yechon"	"South Korea"	36.630373	128.34971
2384	"Naha Airport"	"Okinawa"	"Japan"	26.1958007812	127.646003723
2385	"Ie Shima Auxiliary Air Base"	"Iejima"	"Japan"	26.725757598877	127.76490020752
2386	"Kadena Air Base"	"Kadena"	"Japan"	26.3556	127.767998
2387	"New Ishigaki Airport"	"Ishigaki"	"Japan"	24.396389	124.245
2388	"Kumejima Airport"	"Kumejima"	"Japan"	26.3635005950928	126.713996887207
2389	"Minami-Daito Airport"	"Minami Daito"	"Japan"	25.8465003967	131.263000488
2390	"Miyako Airport"	"Miyako"	"Japan"	24.7828006744	125.294998169
2391	"Kitadaito Airport"	"Kitadaito"	"Japan"	25.9447002411	131.32699585
2392	"Shimojishima Airport"	"Shimojishima"	"Japan"	24.8267002106	125.144996643
2393	"Tarama Airport"	"Tarama"	"Japan"	24.6539001465	124.675003052
2394	"Yoron Airport"	"Yoron"	"Japan"	27.0440006256	128.401992798
