Amplifier	Adjective
0	economic
0	big
0	hard
0	old
0	different
0	aggressive
0	cold
0	old
0	great
0	old
0	many
0	good
0	late
0	good
so	clear
0	quick
0	serious
0	happy
0	nice
0	good
0	sure
0	same
0	old
0	close
0	little
0	last
0	early
0	wrong
0	sure
0	good
really	good
0	little
0	sad
0	long
0	sure
0	last
0	second
very	long
0	big
0	little
very	careful
0	beautiful
0	late
very	much
0	lucky
0	good
0	same
0	last
0	big
0	new
0	great
0	many
0	old
0	hard
0	new
0	quiet
0	little
very	important
0	many
0	nice
0	little
0	new
0	last
0	weird
0	last
so	heavy
0	same
0	strong
0	same
0	same
0	important
0	old
0	bad
0	beautiful
really	sore
0	bright
0	many
0	young
0	great
0	young
0	last
0	different
totally	new
0	real
0	old
0	big
0	sorry
0	young
0	big
0	good
0	big
0	last
0	important
0	open
very	hard
so	cool
0	effective
0	comfortable
0	second
0	many
0	interesting
really	interested
0	green
0	effective
0	good
0	dangerous
0	big
0	popular
0	green
0	much
0	second
0	bad
very	hard
pretty	big
0	fantastic
0	many
0	many
0	bloody
so	relevant
0	wide
0	second
0	last
0	real
0	many
0	sure
0	different
0	special
0	early
0	great
0	aware
0	many
0	second
0	great
0	happy
0	good
0	important
0	young
pretty	good
0	sure
0	great
0	early
0	great
0	good
0	different
0	easy
0	great
0	late
completely	different
0	weird
0	sorry
0	same
0	little
0	special
0	true
0	large
0	little
0	new
0	hot
0	good
0	last
so	big
0	difficult
particularly	bad
0	little
0	nice
0	good
very	low
0	bad
0	important
0	last
0	sad
0	new
0	young
0	great
0	friendly
0	large
0	new
0	same
so	easy
0	serious
0	little
0	significant
0	deep
0	many
0	much
0	big
really	good
0	expensive
0	last
0	high
0	similar
0	economic
0	old
0	funny
0	same
0	same
0	dangerous
very	strong
0	last
0	real
0	new
0	good
0	quick
0	last
0	happy
0	early
0	big
0	old
0	wrong
0	strong
0	bloody
0	bad
0	cold
0	good
so	slow
0	great
0	great
0	high
0	wrong
0	interested
0	clear
0	great
0	interesting
very	noticeable
0	good
0	little
0	high
0	vulnerable
0	little
0	important
0	economic
0	good
0	old
0	small
0	much
0	difficult
0	good
0	high
certainly	vivid
0	dark
very	hard
0	long
0	keen
0	easy
0	lucky
0	important
0	second
0	good
very	high
0	little
0	young
0	sorry
0	strong
particularly	appropriate
0	second
0	little
0	long
0	sensitive
0	old
0	new
0	simple
0	last
0	new
0	different
0	good
0	little
0	many
0	different
0	last
very	significant
0	much
0	same
0	real
so	relevant
0	happy
0	little
0	great
0	familiar
0	new
0	last
0	important
0	real
0	last
so	big
totally	different
0	beautiful
0	special
0	big
0	same
0	new
0	real
0	good
0	good
0	good
0	many
0	dark
pretty	good
very	nice
0	same
0	true
very	strange
0	big
0	last
0	hard
0	same
0	good
0	sure
absolute	great
0	early
0	large
very	long
0	clear
0	last
0	young
0	big
0	second
0	last
0	interested
very	much
0	long
0	dangerous
0	interested
0	significant
0	much
0	nice
0	close
0	small
0	new
0	interesting
0	good
0	beautiful
0	dumb
0	new
0	big
0	hot
0	open
0	much
0	aware
0	deep
0	sure
0	sure
0	last
really	professional
very	yummy
0	good
real	clear
0	hard
0	low
0	same
0	wonderful
0	total
0	much
0	many
very	small
really	angry
0	like
0	many
0	lucky
0	like
0	different
0	cool
0	strict
0	old
0	young
0	high
0	hard
0	different
0	large
0	same
0	good
0	beautiful
0	long
0	many
so	much
0	last
0	different
0	small
0	big
0	high
0	big
0	old
really	funny
0	much
0	nice
0	many
0	funny
very	interested
0	great
0	important
0	busy
0	last
0	same
0	long
0	important
0	little
0	last
0	late
0	happy
0	last
0	nice
0	dangerous
0	last
so	many
0	little
0	sorry
0	vivid
0	original
so	many
0	great
0	total
very	bad
very	strong
0	much
0	deep
0	sure
0	big
0	familiar
0	great
0	big
0	good
very	angry
0	good
0	little
0	nice
0	little
0	early
0	new
0	little
0	little
0	real
0	great
0	second
0	new
0	clever
0	important
0	many
0	stupid
0	little
0	special
0	last
0	much
0	last
0	great
very	true
so	much
0	many
0	same
0	lucky
0	good
really	sure
0	last
0	last
0	important
very	important
0	second
0	great
0	professional
0	last
0	cold
0	lucky
0	last
0	much
0	little
so	much
0	true
0	same
0	important
0	new
0	second
0	great
0	strong
0	good
0	happy
0	weird
very	difficult
0	nice
0	real
0	last
0	great
0	high
0	aggressive
0	low
0	last
0	last
0	easy
0	easy
0	special
0	close
0	little
0	big
0	real
0	different
very	important
0	new
0	good
0	last
0	young
0	last
0	wide
0	different
0	real
0	funny
so	proud
0	real
0	wrong
0	long
0	healthy
very	small
0	middle
so	long
0	second
0	wrong
0	important
very	long
0	competitive
0	bad
0	economic
0	large
0	sore
0	good
0	last
0	much
0	primitive
0	good
0	last
0	hot
0	little
0	lucky
0	same
0	little
0	open
0	weak
0	little
0	great
0	aware
0	good
0	little
so	busy
0	little
0	same
0	hot
0	low
0	good
0	new
0	true
0	great
0	little
very	little
0	good
0	second
0	last
0	second
very	strong
0	real
0	second
0	hard
0	little
0	young
0	many
0	good
0	new
0	important
0	open
0	same
0	important
0	similar
0	large
0	young
0	high
0	last
really	hard
0	second
0	early
0	last
0	total
0	simple
0	good
0	special
0	sure
0	good
0	last
0	new
0	last
0	appropriate
0	same
very	inaccessible
0	good
0	happy
very	large
0	little
0	last
0	hot
0	open
0	many
0	old
0	many
0	old
0	big
0	many
0	good
0	last
0	hot
0	second
0	high
0	different
0	popular
0	real
0	old
0	like
0	young
0	many
0	long
0	happy
0	sorry
0	sure
0	many
0	little
0	small
totally	different
0	second
0	small
0	little
0	serious
0	many
0	loud
so	strange
0	good
0	same
very	happy
really	good
0	old
0	bad
0	good
0	different
0	important
0	real
0	boring
0	second
0	little
0	much
0	little
0	great
0	sure
so	good
very	easy
0	big
0	same
0	interesting
0	careful
0	pleased
0	sore
0	serious
0	last
0	good
0	little
0	lucky
0	sure
very	important
0	great
0	basic
0	big
0	new
0	same
0	appropriate
0	long
really	difficult
0	total
0	little
very	interested
0	sure
very	exciting
0	long
very	high
0	effective
0	bloody
actually	special
0	scary
0	aggressive
0	big
so	many
0	great
0	little
0	little
0	total
0	great
0	appropriate
so	boring
0	great
so	much
0	different
0	real
very	good
0	real
0	open
0	second
0	special
0	similar
0	last
0	many
0	second
0	little
0	different
0	strong
0	much
0	new
0	new
0	dangerous
0	aware
0	middle
very	high
0	second
0	easy
0	sure
0	great
0	serious
very	interesting
0	sure
0	little
0	open
0	new
0	big
0	little
0	significant
0	interesting
0	big
0	different
0	new
0	strong
0	same
0	wrong
0	real
0	new
0	different
very	big
0	sure
really	bad
0	total
0	cool
0	interesting
0	basic
0	last
0	interested
0	long
0	second
0	good
awfully	long
0	great
0	same
0	middle
0	many
really	cool
0	wide
0	serious
really	good
0	sure
0	different
0	low
so	cold
pretty	good
0	interesting
0	many
0	cold
0	old
0	last
0	aware
0	angry
0	last
0	great
0	like
0	wrong
0	long
0	hard
very	early
very	hard
very	important
0	new
0	much
0	bad
0	much
0	great
so	much
very	vulnerable
0	good
0	long
very	difficult
0	same
0	good
0	great
0	real
0	many
0	many
0	low
0	difficult
0	true
0	relevant
0	new
0	good
0	important
0	large
really	nice
0	new
0	true
0	different
0	good
0	last
0	economic
0	same
0	total
0	different
0	last
very	busy
0	like
0	real
0	last
0	young
0	friendly
0	interested
0	good
0	nice
0	great
0	long
0	good
0	small
0	dark
0	easy
very	little
0	fantastic
0	many
0	last
0	aggressive
0	strange
0	quiet
0	last
0	aware
0	young
0	good
0	good
0	open
0	hard
0	nice
really	sad
0	good
0	last
0	serious
0	important
0	great
0	happy
0	little
0	last
0	great
0	good
0	wrong
0	dark
0	old
0	glad
0	much
0	real
0	long
0	many
0	great
really	nice
0	great
0	old
so	many
extremely	serious
0	different
0	high
0	old
0	great
0	great
0	little
pretty	sure
0	last
very	much
0	special
0	little
0	wonderful
0	little
0	big
very	important
really	important
0	old
really	good
0	like
0	many
0	relevant
0	many
0	same
0	economic
completely	different
0	last
0	similar
0	true
very	clear
0	last
0	low
0	much
0	appropriate
0	happy
0	good
0	important
0	little
very	interesting
0	big
0	little
0	economic
0	different
0	old
0	middle
0	big
0	good
0	small
0	special
0	early
0	big
0	long
0	young
0	sure
0	great
0	nice
so	clear
0	real
0	glad
0	big
0	big
dead	lucky
0	much
very	nice
so	special
0	new
0	popular
0	big
0	small
0	little
0	interesting
0	last
0	cold
0	young
0	last
0	little
0	good
0	many
0	special
0	long
0	good
0	good
very	simple
0	hard
0	good
0	aware
0	much
0	great
0	economic
0	last
0	good
0	much
0	real
0	similar
0	simple
0	great
0	much
0	wonderful
0	last
0	big
0	same
0	wrong
0	difficult
0	economic
0	true
0	economic
0	last
0	many
0	little
so	great
0	many
0	good
very	high
0	old
0	little
0	happy
0	same
0	different
0	sore
0	sorry
0	hard
0	new
0	open
0	different
0	many
0	real
0	last
0	good
0	bad
0	new
0	last
0	special
0	bloody
0	old
0	big
very	good
0	total
0	big
0	second
0	busy
0	young
very	good
0	like
0	open
0	early
0	simple
0	true
0	economic
0	early
0	cold
very	genuine
0	happy
0	last
0	hard
pretty	good
so	much
0	little
0	strong
0	last
0	green
0	wrong
0	long
0	effective
so	much
very	strong
0	good
0	different
0	many
0	wrong
0	clear
so	many
0	odd
0	interesting
0	genuine
really	difficult
0	young
0	large
very	good
0	great
0	last
0	obvious
very	good
0	strong
0	second
0	high
0	significant
0	same
0	cold
0	different
0	exciting
very	interesting
0	little
0	happy
0	same
0	little
pretty	clear
0	nice
0	same
0	same
0	little
0	real
0	high
0	good
0	long
0	great
0	same
0	serious
0	many
0	good
0	much
0	new
pretty	sure
0	serious
very	clear
0	true
0	similar
0	little
0	good
0	like
0	great
0	good
very	hard
0	new
0	little
0	little
0	great
0	little
0	quiet
0	big
0	good
0	many
0	last
0	strange
0	important
0	wrong
0	good
0	second
0	good
0	economic
0	sure
0	late
very	strange
0	wide
0	little
0	young
0	great
0	last
0	good
0	little
0	high
really	good
0	last
0	little
0	good
0	last
0	total
0	same
0	hot
0	simple
0	vulnerable
0	many
0	good
0	many
0	last
0	many
0	bad
0	little
0	little
0	little
0	large
0	same
0	different
0	vulnerable
0	new
0	interesting
0	happy
0	many
0	second
0	large
0	big
0	wrong
0	vivid
very	high
so	good
0	proud
0	little
0	great
0	last
0	same
0	good
0	new
0	nice
0	same
0	new
0	high
0	appropriate
0	same
0	bloody
0	big
0	large
0	high
0	good
0	good
0	bad
0	bad
0	large
0	funny
0	many
0	new
0	old
0	good
0	real
0	bad
0	much
0	different
0	old
0	stupid
very	important
0	significant
0	last
0	competitive
0	sorry
0	great
0	same
0	wrong
0	young
0	sure
0	good
0	new
0	last
0	great
really	bad
0	many
so	funny
0	many
0	second
0	much
0	great
0	sure
0	aggressive
0	cold
0	old
0	last
very	last
0	interesting
0	good
very	interesting
0	hard
0	genuine
0	same
0	special
0	low
0	proud
0	large
very	real
real	quick
0	nice
0	good
0	aware
0	large
0	long
0	last
0	little
0	important
very	angry
0	young
0	old
0	like
0	wide
0	good
0	good
0	sure
0	real
0	new
0	hot
0	good
0	long
0	good
0	competitive
0	big
0	new
0	new
0	little
0	much
0	difficult
0	relevant
0	last
0	last
0	old
0	large
0	second
0	last
0	many
0	great
0	funny
0	happy
0	same
very	significant
0	bad
0	last
0	last
0	difficult
0	easy
0	young
0	smooth
0	little
0	wrong
0	different
0	little
0	clear
0	hot
0	economic
0	hot
0	hot
0	good
0	old
0	interested
0	easy
0	last
0	last
0	old
0	hard
0	much
0	many
0	good
0	sure
0	good
0	important
0	nice
0	real
0	little
absolutely	conscious
0	little
0	great
0	long
0	good
0	old
0	early
so	exciting
really	funny
0	different
0	same
0	small
very	interesting
0	real
so	sore
0	last
0	clear
0	sure
0	much
0	much
0	new
0	hot
0	young
0	wrong
0	little
0	second
0	real
0	last
0	second
0	competitive
0	hard
0	large
0	last
0	same
0	great
0	significant
0	great
0	sure
0	last
0	bad
0	simple
0	last
0	good
very	good
bloody	sure
0	last
very	wide
0	true
0	little
0	difficult
0	last
so	bloody
so	high
0	old
really	nice
0	good
0	little
0	real
0	young
0	beautiful
0	cold
0	different
0	sure
very	happy
0	old
0	same
0	wrong
0	second
very	strong
so	cold
0	old
0	serious
0	low
0	last
0	hard
0	new
0	good
0	different
0	last
0	little
0	different
0	cold
0	green
0	sure
0	many
0	sure
0	much
0	young
0	great
0	true
0	bloody
0	interesting
0	middle
0	big
0	high
0	disappointing
0	green
0	different
0	last
0	many
0	good
0	good
so	beautiful
0	little
0	sure
0	great
0	basic
0	different
0	last
0	cold
0	good
0	different
0	little
absolutely	stupid
0	young
0	deep
0	funny
0	great
0	like
0	great
0	little
0	nice
0	last
0	important
0	much
very	long
0	new
0	great
0	good
0	conscious
0	different
0	nice
very	light
very	long
0	early
0	little
0	big
0	aware
0	little
0	different
0	primitive
0	difficult
0	many
0	second
0	big
0	same
0	aggressive
0	many
0	same
0	bad
0	aggressive
0	new
0	old
0	sorry
0	second
0	great
0	special
0	same
really	nice
0	real
0	similar
0	good
0	large
0	little
0	small
0	last
0	quiet
0	last
0	good
0	bloody
0	good
0	healthy
0	much
0	bad
0	good
0	same
0	nice
0	little
0	comfortable
very	little
0	great
0	large
0	economic
0	big
0	real
really	sorry
0	great
0	small
0	nice
0	strong
0	big
0	lucky
0	last
0	hard
0	good
0	expensive
0	quick
0	bloody
very	old
0	same
0	hard
0	last
0	big
so	many
0	same
0	special
0	good
0	new
0	last
0	nice
0	big
0	long
0	dark
0	real
0	long
0	last
0	many
0	last
0	same
0	interested
0	good
0	middle
0	genuine
0	wonderful
0	wonderful
0	relevant
0	last
very	close
0	small
so	noticeable
very	important
really	nice
0	good
0	good
0	hard
very	difficult
0	dark
very	simple
0	bad
0	funny
0	bad
very	good
0	beautiful
0	different
0	economic
0	little
0	little
0	different
very	good
0	new
0	different
0	same
0	fantastic
so	long
0	last
0	good
0	many
0	simple
0	little
0	same
so	much
0	good
0	good
0	little
0	relevant
0	small
0	quick
0	last
0	old
0	sure
0	much
0	tough
0	big
0	late
0	last
0	different
0	young
0	new
0	sure
0	weird
0	deep
0	wrong
0	many
0	obvious
0	strong
0	little
0	many
0	last
0	many
pretty	big
0	familiar
0	last
0	important
0	significant
0	sure
0	fantastic
0	long
0	good
0	many
0	weird
0	tough
0	small
0	last
0	many
0	deep
0	old
0	strange
0	cold
0	small
0	strange
0	little
pretty	weird
very	happy
0	last
0	much
0	little
0	great
0	new
0	new
0	old
abundantly	clear
0	small
so	many
very	sad
really	hard
0	expensive
0	second
0	good
0	important
0	great
0	busy
0	clear
very	difficult
0	good
0	big
0	small
0	great
0	big
0	long
so	much
0	new
0	same
0	different
0	same
0	interesting
0	sure
0	strict
0	little
0	new
0	sure
0	sure
0	old
0	second
0	important
0	little
0	sure
0	last
really	big
purely	economic
0	early
0	big
0	good
0	great
0	second
0	much
0	hard
0	large
0	old
0	similar
0	professional
0	quick
0	little
0	new
0	long
0	true
really	interesting
0	good
0	different
0	little
0	new
0	good
0	late
0	high
0	great
0	new
0	many
0	last
0	simple
0	high
0	good
0	old
very	many
0	old
0	little
particularly	bad
0	high
0	last
0	beautiful
0	much
0	same
pretty	good
very	important
0	high
0	old
0	big
0	big
0	important
0	much
0	second
0	high
0	same
0	sure
0	unrelated
0	similar
extremely	difficult
0	real
0	good
0	bad
0	fantastic
0	same
0	great
0	wrong
0	big
0	primitive
0	sure
0	last
0	many
0	like
0	little
0	good
0	good
0	big
0	good
0	different
0	small
pretty	good
so	bloody
0	deep
very	familiar
0	young
0	original
0	much
0	big
0	true
0	same
0	clear
pretty	green
0	small
0	early
0	good
0	new
0	new
very	difficult
0	last
0	long
0	interested
0	comfortable
very	proud
0	good
very	difficult
0	much
0	special
0	great
0	bright
0	second
0	sure
0	long
really	good
0	interesting
0	sure
pretty	good
0	good
0	beautiful
0	big
0	good
0	basic
0	last
0	old
0	last
so	excited
0	fantastic
0	good
0	last
0	same
0	different
0	effective
really	nice
0	old
0	interested
very	interesting
0	different
0	little
0	hard
0	bad
0	sure
very	grateful
very	strong
0	clear
0	big
0	last
0	bad
0	old
0	big
0	strange
0	new
0	bright
0	dark
0	big
0	bad
0	second
0	much
0	different
0	little
0	new
0	sorry
so	much
0	last
0	odd
0	much
0	small
0	nice
0	total
0	sure
0	different
0	great
0	hot
very	big
0	good
very	important
0	hard
0	great
0	difficult
so	bad
0	interested
0	many
0	significant
0	relevant
0	great
0	dark
0	big
0	last
0	sure
0	important
0	late
0	bad
0	much
0	hard
0	sorry
0	effective
really	nice
0	hard
0	economic
0	real
0	inaccessible
0	different
0	big
0	little
0	last
really	comprehensive
0	same
0	low
0	last
0	same
0	big
0	good
0	young
0	big
very	different
0	expensive
very	genuine
0	dark
0	quick
0	familiar
0	happy
0	second
0	little
0	relevant
0	last
0	last
0	similar
0	special
very	good
0	interesting
0	last
0	real
0	different
0	young
0	aware
0	easy
0	relevant
0	second
0	simple
0	old
0	total
0	little
0	real
0	real
0	important
0	open
0	new
0	great
0	sorry
0	great
0	bad
0	many
0	deep
0	cool
0	different
0	different
0	last
0	same
0	big
0	light
0	little
0	stupid
0	great
0	young
0	familiar
pretty	simple
0	long
0	special
