"FileSpeaker"	"CleanSpeechUnit"	"Adjective"	"Variant"	"Gender"	"Age"	"Occupation"	"AudienceSize"	"ConversationType"	"AgeNumeric"	"Function"	"Amplified"	"Frequency"	"Priming"	"Gradability"	"SemanticCategory"	"Emotionality"
"<S1A-015:1$A>"	"Oh it was really serious people were I mean many many people died"	"serious"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	1	0.28	"NotPrimed"	-1.63613111029326	"HumanPropensity"	"NonEmotional"
"<S1A-015:1$A>"	"There was I think in that particular fog in that particular fog about eighty people eighty old people died"	"particular"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	0	0.14	"NotPrimed"	-3.66356164612965	"Other"	"NonEmotional"
"<S1A-015:1$A>"	"There was I think in that particular fog in that particular fog about eighty people eighty old people died"	"particular"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	0	0.14	"NotPrimed"	-3.66356164612965	"Other"	"NonEmotional"
"<S1A-015:1$A>"	"There was I think in that particular fog in that particular fog about eighty people eighty old people died"	"old"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	0	0.94	"NotPrimed"	-0.55549640300864	"Age"	"NonEmotional"
"<S1A-015:1$A>"	"It lasted two days and when the when it was over all the trees had frost on them and the fog where the fog had landed and there was all these long strands of frost that had soot in the um in the frost"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	0	0.88	"NotPrimed"	1.14547670290663	"Dimension"	"NonEmotional"
"<S1A-015:1$A>"	"Ah it was amazing"	"amazing"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Predicative"	0	0.58	"NotPrimed"	1	"Value"	"NonEmotional"
"<S1A-015:1$A>"	"It's um you know be an interesting place"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Attributive"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-015:1$B>"	"Mm well what what she said is there's a default um like um default assessment which is fifty-fifty and everybody er and if you only have to you only have to sign it if it's seventy-five twenty-five but she wants everyone to sign it to make sure because apparently it's really complicated having different systems of assessment for the same course and she has to get the administration worked out for it"	"sure"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	45	"Predicative"	0	1.02	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-015:1$B>"	"Mm well what what she said is there's a default um like um default assessment which is fifty-fifty and everybody er and if you only have to you only have to sign it if it's seventy-five twenty-five but she wants everyone to sign it to make sure because apparently it's really complicated having different systems of assessment for the same course and she has to get the administration worked out for it"	"different"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	45	"Attributive"	0	0.94	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-015:1$B>"	"Well it's really hard to tell"	"hard"	"really"	"Man"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	45	"Predicative"	1	0.71	"NotPrimed"	0.439311670939555	"PhysicalProperty"	"NonEmotional"
"<S1A-015:1$A>"	"So it's hard to tell"	"hard"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	20	"Predicative"	0	0.66	"NotPrimed"	-0.0939237254179021	"PhysicalProperty"	"NonEmotional"
"<S1A-016:1$A>"	"I said I suppose it's as good a thing as anything"	"good"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Predicative"	0	6.75	"NotPrimed"	1.97735620360088	"Value"	"PositiveEmotional"
"<S1A-016:1$B>"	"I mean is it only for for odd things like"	"odd"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Attributive"	0	0.31	"NotPrimed"	-3.66356164612965	"Value"	"NonEmotional"
"<S1A-016:1$A>"	"He had to be up at Asquith by six-thirty and do his little bit and then come home again"	"little"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Attributive"	0	2.75	"NotPrimed"	-0.393170480172295	"Dimension"	"NonEmotional"
"<S1A-016:1$A>"	"But next Saturday will be interesting 'cause he says he hasn't heard anything about it and says yes they'll uhuh as of last week they were still playing"	"interesting"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Predicative"	0	0.71	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-016:1$A>"	"She's going to find it difficult in her place to sit when while we do it"	"difficult"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Predicative"	0	0.55	"NotPrimed"	-0.720024469892222	"Difficulty"	"NonEmotional"
"<S1A-016:1$A>"	"And her leg was really bad that day"	"bad"	"really"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Predicative"	1	0.24	"NotPrimed"	0.14208574897059	"Value"	"NegativeEmotional"
"<S1A-016:1$A>"	"She's got those in her fridge so she'll take them to Dalmar on Wednesday and put them in cold um in the store room cold room"	"cold"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Attributive"	0	0.63	"NotPrimed"	-3.08990453449822	"PhysicalProperty"	"NegativeEmotional"
"<S1A-016:1$A>"	"She's got those in her fridge so she'll take them to Dalmar on Wednesday and put them in cold um in the store room cold room"	"cold"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Attributive"	0	0.63	"NotPrimed"	-3.66356164612965	"PhysicalProperty"	"NegativeEmotional"
"<S1A-016:1$A>"	"So that means I don't have to go on down on Friday which is good 'cause that's when I'm supervising"	"good"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Predicative"	0	6.75	"NotPrimed"	-2.0556775940527	"Value"	"PositiveEmotional"
"<S1A-016:1$A>"	"or something yeah 'cause said they were going to find out whether they were doing the hot dogs"	"hot"	"0"	"Woman"	"41-80"	"ACMP"	"Dyad"	"MixedGender"	47.5	"Attributive"	0	0.47	"NotPrimed"	-1.89840333387274	"PhysicalProperty"	"NonEmotional"
"<S1A-017:1$C>"	"The beautiful Bellingen Valley on the main road between the Pacific Highway and Armidale and home of the Bellingen"	"beautiful"	"0"	"Man"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Attributive"	0	0.47	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-017:1$A>"	"It sounds nice"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	0	2.33	"NotPrimed"	-1.71167349053572	"HumanPropensity"	"NonEmotional"
"<S1A-017:1$C>"	"Beautiful cedar scrolls panelling doors and sandstone bricks from the original Parramatta Court House"	"beautiful"	"0"	"Man"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Attributive"	0	0.47	"NotPrimed"	0.951074806722621	"Value"	"PositiveEmotional"
"<S1A-017:1$C>"	"Does that sound good to you"	"good"	"0"	"Man"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	6.86	"NotPrimed"	3.46875317080178	"Value"	"PositiveEmotional"
"<S1A-017:1$B>"	"Sounds excellent"	"excellent"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	0.22	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-017:1$A>"	"Gee it Looks big"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-017:1$B>"	"That's nice"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	1.77	"NotPrimed"	0.300564246752743	"HumanPropensity"	"NonEmotional"
"<S1A-017:1$A>"	"Ah Good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	0	6.26	"NotPrimed"	-2.60049484450591	"Value"	"PositiveEmotional"
"<S1A-017:1$A>"	"Good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	0	6.26	"NotPrimed"	-1.25861685578147	"Value"	"PositiveEmotional"
"<S1A-017:1$A>"	"Well I worked very hard end of month tomorrow"	"hard"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Attributive"	1	0.66	"NotPrimed"	-1.7868472611706	"PhysicalProperty"	"NonEmotional"
"<S1A-017:1$A>"	"She's gonna eat hers at home ate hers at work and said it was absolutely beautiful"	"beautiful"	"absolutely"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	1	0.54	"NotPrimed"	-2.68159634402739	"Value"	"PositiveEmotional"
"<S1A-017:1$A>"	"I come home and he's rushing down the shop to get the cake and he got the wrong cake and he realised and had to go back in and get the right cake and"	"wrong"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Attributive"	0	0.48	"NotPrimed"	-3.66356164612965	"Value"	"NegativeEmotional"
"<S1A-017:1$B>"	"expensive at Bellinger"	"expensive"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	0.26	"NotPrimed"	1	"Value"	"NonEmotional"
"<S1A-017:1$B>"	"Good saying"	"good"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	6.86	"NotPrimed"	-0.956069370662917	"Value"	"PositiveEmotional"
"<S1A-017:1$C>"	"a big round of golf when I get up there"	"big"	"0"	"Man"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Attributive"	0	1.55	"NotPrimed"	-0.584945898005677	"Dimension"	"NonEmotional"
"<S1A-017:1$B>"	"Making sure it was alright"	"sure"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	1.34	"NotPrimed"	-0.584945898005677	"HumanPropensity"	"NonEmotional"
"<S1A-017:1$B>"	"Ooh that looks nice doesn't it"	"nice"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	1.77	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-017:1$B>"	"Putting green"	"green"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	0.22	"NotPrimed"	1.67303378591428	"Color"	"PositiveEmotional"
"<S1A-017:1$A>"	"Well that's no good It won't help us"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	19	"Predicative"	0	6.26	"NotPrimed"	-1.22282534631512	"Value"	"PositiveEmotional"
"<S1A-017:1$B>"	"I'm sure that's that we did"	"sure"	"0"	"Woman"	"26-40"	"ACMP"	"Group"	"MixedGender"	37.5	"Predicative"	0	1.34	"NotPrimed"	-3.40396478781401	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"So we had a lovely time at Leura"	"lovely"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	0.2	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-018:1$B>"	"Oh how nice"	"nice"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	0	2.35	"NotPrimed"	-0.571954008851724	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"Gosh it's expensive"	"expensive"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	0.34	"NotPrimed"	1	"Value"	"NonEmotional"
"<S1A-018:1$C>"	"It's only small"	"small"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	0.3	"NotPrimed"	-1.45523841419597	"Dimension"	"NegativeEmotional"
"<S1A-018:1$C>"	"But it was good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	6.26	"NotPrimed"	-0.980403369983974	"Value"	"PositiveEmotional"
"<S1A-018:1$B>"	"Oh it's nice to get away isn't it"	"nice"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	0	2.35	"NotPrimed"	-2.0505869353344	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$B>"	"Oh that's nice"	"nice"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	0	2.35	"NotPrimed"	-1.77366920111152	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"That Lilianfels the very expensive place"	"expensive"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	1	0.34	"NotPrimed"	1	"Value"	"NonEmotional"
"<S1A-018:1$B>"	"I mean it'd be so nice"	"nice"	"so"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	1	2.35	"NotPrimed"	0.132775049416152	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$A>"	"She's so modest as well"	"modest"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	1	0.04	"NotPrimed"	1	"Other"	"PositiveEmotional"
"<S1A-018:1$C>"	"You're a pretty clever girl aren't you young lady"	"clever"	"pretty"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	1	0.06	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-018:1$B>"	"We had law and gender yesterday and all the guys basically sat there and said you're none of you are feministic enough but y y you they were just saying saying that they were the great feminists and and that we're all really pathetic basically"	"great"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Attributive"	0	0.63	"NotPrimed"	-2.61078590279729	"Value"	"NonEmotional"
"<S1A-018:1$B>"	"We had law and gender yesterday and all the guys basically sat there and said you're none of you are feministic enough but y y you they were just saying saying that they were the great feminists and and that we're all really pathetic basically"	"pathetic"	"really"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	1	0.08	"NotPrimed"	-2.7998881847889	"Value"	"NegativeEmotional"
"<S1A-018:1$C>"	"What's wrong with a raving socialist"	"wrong"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	0.48	"NotPrimed"	1.75949740107016	"Value"	"NegativeEmotional"
"<S1A-018:1$B>"	"Oh it's just that she's very um I just think she's so everything she advocates is just so um utopian and and idealistic and she doesn't like she says all this stuff and then like you you happen to bring up a point about how you want to put it into practice like you happen to say Oh that's all very well and good but you know what do you want us to do and she's like well um um we we really don't know but tha tha that's that doesn't stop us from um you know basically getting rid of the whole legal system as it stands today and"	"good"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	0	6.75	"NotPrimed"	-1.60041489091682	"Value"	"PositiveEmotional"
"<S1A-018:1$B>"	"I mean you know it's I mean some women are genuinely happy to to be in the house"	"happy"	"genuinely"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	1	0.71	"NotPrimed"	0.76070784710776	"HumanPropensity"	"PositiveEmotional"
"<S1A-018:1$C>"	"'s interested in babies there you are she can't be too um"	"interested"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	0.1	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-018:1$C>"	"She'll be a nice little mother one day"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	2.33	"NotPrimed"	-1.72043250562425	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"She'll be a nice little mother one day"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-018:1$C>"	"Yeah she she is a lovely girl"	"lovely"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	0.2	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-018:1$C>"	"No but that that's a nice thing to be"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	2.33	"NotPrimed"	0.837776374614919	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"particular area"	"particular"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	0.14	"NotPrimed"	-2.32006963033003	"Other"	"NonEmotional"
"<S1A-018:1$B>"	"Gee I suppose compared to my old tutor is something"	"old"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Attributive"	0	2.04	"NotPrimed"	-0.0235865270765462	"Age"	"NonEmotional"
"<S1A-018:1$B>"	"She just would sit there and had this really Canadian accent and she'd tick you every time you spoke and I'd just sit there like the fear of God"	"canadian"	"really"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Attributive"	1	0.16	"NotPrimed"	-0.324433673866301	"Other"	"NonEmotional"
"<S1A-018:1$A>"	"Yeah that's bad when they do that"	"bad"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	1.4	"NotPrimed"	-2.07882676989462	"Value"	"NegativeEmotional"
"<S1A-018:1$B>"	"Good girl"	"good"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Attributive"	0	6.75	"NotPrimed"	-0.335502752380931	"Value"	"PositiveEmotional"
"<S1A-018:1$C>"	"It's very interesting"	"interesting"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	1	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-018:1$B>"	"Good night"	"good"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Attributive"	0	6.75	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-018:1$B>"	"Well bye Mrs it's been nice to see you again"	"nice"	"0"	"Woman"	"41-80"	"ACMP"	"Group"	"SameGender"	50	"Predicative"	0	2.35	"NotPrimed"	-1.52835183120226	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"you always have such a lovely smile that's nice"	"lovely"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	0.2	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-018:1$C>"	"you always have such a lovely smile that's nice"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Predicative"	0	2.33	"NotPrimed"	-0.462902509121747	"HumanPropensity"	"NonEmotional"
"<S1A-018:1$C>"	"So you give her a hard time too do you"	"hard"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"SameGender"	20	"Attributive"	0	0.66	"NotPrimed"	-1.15950089311555	"PhysicalProperty"	"NonEmotional"
"<S1A-019:1$A>"	"I remember she went without playing the violin for like four or five years pick it up and she could play anything and it's beautiful"	"beautiful"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.54	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-019:1$A>"	"Her violin touch was beautiful"	"beautiful"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.54	"NotPrimed"	0.106244495295878	"Value"	"PositiveEmotional"
"<S1A-019:1$B>"	"And it was really good except one of her students one of my friends got into the Conservatorium and the moment that happened she took it all seriously"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	1	6.26	"Primed"	0.990126749233686	"Value"	"PositiveEmotional"
"<S1A-019:1$B>"	"Suddenly it wasn't just fun it was serious"	"serious"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	0.28	"NotPrimed"	-0.478132469771112	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$B>"	"But she was good too because like because she was associated with my school"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	6.26	"NotPrimed"	-2.28958439182572	"Value"	"PositiveEmotional"
"<S1A-019:1$B>"	"That was good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	6.26	"NotPrimed"	-2.55770386508454	"Value"	"PositiveEmotional"
"<S1A-019:1$A>"	"She had a little room at school and it was near the staffroom and you know I used to play the piano every week and we'd 'cause we were like"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-019:1$A>"	"And I was good I'm very musical but I never practised and then you know sometimes I kick myself"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	6.26	"NotPrimed"	0.52487269204505	"Value"	"PositiveEmotional"
"<S1A-019:1$A>"	"And that was that great fun I'd just do anything like"	"great"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Attributive"	0	0.78	"NotPrimed"	0.422029131208159	"Value"	"NonEmotional"
"<S1A-019:1$A>"	"That was funny"	"funny"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	1.16	"NotPrimed"	-2.10923531141873	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$A>"	"And our group played and it sounded so bloody disgusting that it was really really funny"	"bloody"	"so"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Attributive"	1	0.46	"NotPrimed"	1	"PhysicalProperty"	"NegativeEmotional"
"<S1A-019:1$A>"	"And our group played and it sounded so bloody disgusting that it was really really funny"	"funny"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	1	1.16	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$A>"	"We're going Nooo it was supposed to be serious 'cause we played Yellow Submarine and all these other songs which are like in the Suzuki book and it was so funny"	"serious"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.28	"NotPrimed"	1.39902097061471	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$A>"	"We're going Nooo it was supposed to be serious 'cause we played Yellow Submarine and all these other songs which are like in the Suzuki book and it was so funny"	"funny"	"so"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	1	1.16	"NotPrimed"	-1.52776536217	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$B>"	"I thought Well that's nice"	"nice"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	2.33	"NotPrimed"	-1.92205725367606	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$A>"	"How old were you"	"old"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.94	"NotPrimed"	-0.0469712513726905	"Age"	"NonEmotional"
"<S1A-019:1$B>"	"And everyone's coming up and congratulating me like like for weeks afterwards and saying Oh you're a really good singer and stuff I loved the way you ended the song"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Attributive"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-019:1$A>"	"But you you get nervous"	"nervous"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.1	"NotPrimed"	0.29641311793153	"HumanPropensity"	"NegativeEmotional"
"<S1A-019:1$B>"	"Yeah I got really nervous 'cause I get nervous"	"nervous"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	1	0.1	"Primed"	-1.91250983532599	"HumanPropensity"	"NegativeEmotional"
"<S1A-019:1$B>"	"Yeah I got really nervous 'cause I get nervous"	"nervous"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	0.1	"NotPrimed"	0.0335048719692152	"HumanPropensity"	"NegativeEmotional"
"<S1A-019:1$B>"	"And everyone thought it was on purpose it was really funny"	"funny"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	1	1.16	"NotPrimed"	1.21769424215336	"HumanPropensity"	"NonEmotional"
"<S1A-019:1$A>"	"Great"	"great"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Predicative"	0	0.78	"NotPrimed"	-1.37474250938578	"Value"	"NonEmotional"
"<S1A-019:1$B>"	"I'm alright 'cause its I mean it's obvious that I like being the centre of attention"	"obvious"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Predicative"	0	0.06	"NotPrimed"	-2.4593383423993	"PhysicalProperty"	"PositiveEmotional"
"<S1A-019:1$A>"	"I went through a really bad depression this year"	"bad"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	20	"Attributive"	1	1.4	"Primed"	-3.66356164612965	"Value"	"NegativeEmotional"
"<S1A-019:1$B>"	"I remember the last time that I broke when I broke up with I got into a deep depression"	"deep"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	19	"Attributive"	0	0.18	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-020:1$A>"	"It's got those little flecks of tomato"	"little"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	1.87	"NotPrimed"	-2.50192548729415	"Dimension"	"NonEmotional"
"<S1A-020:1$A>"	"It's gross"	"gross"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	0.2	"NotPrimed"	-0.796767692495904	"HumanPropensity"	"NegativeEmotional"
"<S1A-020:1$A>"	"I'm thinking in a long range though"	"long"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	0.88	"NotPrimed"	0.123999269542317	"Dimension"	"NonEmotional"
"<S1A-020:1$A>"	"That's a gross sexist term isn't it"	"gross"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	0.2	"NotPrimed"	1.25111313162908	"HumanPropensity"	"NegativeEmotional"
"<S1A-020:1$A>"	"I'm so sad"	"sad"	"so"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	1	0.28	"NotPrimed"	-1.10522185974407	"HumanPropensity"	"NonEmotional"
"<S1A-020:1$A>"	"On your knees little boy"	"little"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	1.87	"NotPrimed"	-2.68075028817586	"Dimension"	"NonEmotional"
"<S1A-020:1$B>"	"interesting between the sheets"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-020:1$B>"	"Because she had initially enrolled in a different one but then she dropped German so she could come to my one cause that suited her better and so she"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-020:1$A>"	"You see I knew bloody stupid fuckin' idiot I said to him to make it clear that they could change from what they had written down"	"bloody"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	0.46	"NotPrimed"	1	"PhysicalProperty"	"NegativeEmotional"
