"Age"	"Adjective"	"FileSpeaker"	"Function"	"Priming"	"Gender"	"Occupation"	"ConversationType"	"AudienceSize"	"very"	"really"	"Freq"	"Gradabilty"	"SemanticCategory"	"Emotionality"
"17-25"	"other"	"<S1A-044:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.21547	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"funny"	"<S1A-045:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-045:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	1.10497	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"interesting"	"<S1A-045:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	2.09945	"Gradable"	"Value"	"PositiveEmotional"
"26-40"	"other"	"<S1A-046:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.40816	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-047:1$A>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-047:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	1.32597	"NotGradable"	"HumanPropensity"	"NegativeEmotional"
"17-25"	"other"	"<S1A-047:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	0.44199	"NotGradable"	"NoSemType"	"NonEmotional"
"26-40"	"interesting"	"<S1A-048:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	3.26531	"Gradable"	"Value"	"PositiveEmotional"
"26-40"	"interesting"	"<S1A-048:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	3.26531	"Gradable"	"Value"	"PositiveEmotional"
"26-40"	"bad"	"<S1A-048:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	2.85714	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"other"	"<S1A-048:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	1	0	0.81633	"NotGradable"	"Dimension"	"NonEmotional"
"41-80"	"other"	"<S1A-049:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	1.23457	"NotGradable"	"HumanPropensity"	"NegativeEmotional"
"41-80"	"good"	"<S1A-049:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	1	0	20.98765	"NotGradable"	"Value"	"PositiveEmotional"
"41-80"	"good"	"<S1A-049:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	1	0	20.98765	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-050:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-050:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.77348	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-050:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.77348	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"17-25"	"nice"	"<S1A-050:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-053:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	3.31492	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"26-40"	"good"	"<S1A-054:1$B>"	"Attributive"	"NoPrime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	0	1	27.8481	"NotGradable"	"Value"	"PositiveEmotional"
"26-40"	"good"	"<S1A-054:1$B>"	"Attributive"	"Prime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	0	1	27.8481	"NotGradable"	"Value"	"PositiveEmotional"
"26-40"	"good"	"<S1A-054:1$B>"	"Predicative"	"NoPrime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	1	0	27.8481	"NotGradable"	"Value"	"PositiveEmotional"
"26-40"	"other"	"<S1A-054:1$B>"	"Predicative"	"NoPrime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	0	1	1.26582	"NotGradable"	"NoSemType"	"NonEmotional"
"26-40"	"other"	"<S1A-054:1$B>"	"Predicative"	"Prime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	0	1	1.26582	"NotGradable"	"NoSemType"	"NonEmotional"
"41-80"	"funny"	"<S1A-054:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	2.46914	"NotGradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"nice"	"<S1A-054:1$B>"	"Predicative"	"NoPrime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	0	1	7.59494	"NotGradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"nice"	"<S1A-054:1$B>"	"Predicative"	"Prime"	"Men"	"SkilledLabor"	"MixedSex"	"Dyad"	1	0	7.59494	"NotGradable"	"HumanPropensity"	"NonEmotional"
"41-80"	"other"	"<S1A-054:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	1.23457	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"41-80"	"other"	"<S1A-054:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	0.61728	"Gradable"	"NoSemType"	"PositiveEmotional"
"17-25"	"other"	"<S1A-056:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	0.33149	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"17-25"	"other"	"<S1A-057:1$C>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.33149	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"26-40"	"other"	"<S1A-058:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	1	0	0.40816	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"26-40"	"other"	"<S1A-059:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.40816	"GradabilityUndetermined"	"Value"	"NegativeEmotional"
"26-40"	"other"	"<S1A-059:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.81633	"NotGradable"	"PhysicalProperty"	"NegativeEmotional"
"26-40"	"funny"	"<S1A-059:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.81633	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"funny"	"<S1A-060:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-060:1$B>"	"Predicative"	"Prime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.33149	"NotGradable"	"HumanPropensity"	"NegativeEmotional"
"17-25"	"good"	"<S1A-060:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"bad"	"<S1A-060:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-060:1$B>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	2.09945	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"bad"	"<S1A-060:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"26-40"	"other"	"<S1A-061:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.63291	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-062:1$D>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.55249	"GradabilityUndetermined"	"Value"	"NonEmotional"
"17-25"	"other"	"<S1A-062:1$D>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.55249	"GradabilityUndetermined"	"Value"	"NonEmotional"
"17-25"	"good"	"<S1A-062:1$D>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-062:1$D>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.33149	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"17-25"	"funny"	"<S1A-062:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"funny"	"<S1A-062:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-062:1$A>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.33149	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"17-25"	"nice"	"<S1A-063:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-063:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.10497	"NotGradable"	"Dimension"	"NegativeEmotional"
"17-25"	"other"	"<S1A-063:1$B>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.44199	"Gradable"	"Dimension"	"NonEmotional"
"17-25"	"good"	"<S1A-063:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-063:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	0.99448	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-063:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"other"	"<S1A-064:1$B>"	"Predicative"	"NoPrime"	"Men"	NA	"SameSex"	"Dyad"	1	0	0.81633	"Gradable"	"PhysicalProperty"	"NonEmotional"
"41-80"	"good"	"<S1A-065:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	20.98765	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-066:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	4.53039	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-066:1$A>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-067:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	0.77348	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"41-80"	"nice"	"<S1A-068:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	4.93827	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-069:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-069:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	2.09945	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-069:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.55249	"NotGradable"	"HumanPropensity"	"PositiveEmotional"
"17-25"	"good"	"<S1A-069:1$B>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-069:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"nice"	"<S1A-069:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"bad"	"<S1A-069:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-069:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	1.43646	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-069:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	1.65746	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"interesting"	"<S1A-070:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	2.09945	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-070:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"interesting"	"<S1A-070:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	2.09945	"Gradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-070:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-070:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"nice"	"<S1A-070:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"bad"	"<S1A-072:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	2.76243	"NotGradable"	"Value"	"NegativeEmotional"
"17-25"	"other"	"<S1A-072:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	0.33149	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"good"	"<S1A-072:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-072:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-072:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-072:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	3.53591	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"good"	"<S1A-072:1$A>"	"Attributive"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	1	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"41-80"	"other"	"<S1A-073:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	2.23214	"NotGradable"	"NoSemType"	"NonEmotional"
"41-80"	"other"	"<S1A-073:1$B>"	"Predicative"	"NoPrime"	"Men"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	0.44643	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"other"	"<S1A-074:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	0.88398	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"other"	"<S1A-074:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	4.64088	"GradabilityUndetermined"	"Dimension"	"NonEmotional"
"17-25"	"good"	"<S1A-074:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-074:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-074:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-075:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	0.77348	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-075:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	1	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-075:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-075:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	1.21547	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-075:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	1.21547	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-076:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	1.43646	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-076:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	0	1.43646	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-076:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	0.33149	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-076:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	0.33149	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-076:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"MixedSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-077:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"good"	"<S1A-077:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-077:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.88398	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"good"	"<S1A-077:1$A>"	"Attributive"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"funny"	"<S1A-077:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-077:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"funny"	"<S1A-077:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"nice"	"<S1A-078:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-078:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	1.43646	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"funny"	"<S1A-079:1$A>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	3.20442	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-079:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.1105	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-079:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	1	0.55249	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"other"	"<S1A-079:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	0.55249	"NotGradable"	"Value"	"NonEmotional"
"17-25"	"other"	"<S1A-079:1$B>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	0	0	4.53039	"Gradable"	"Value"	"PositiveEmotional"
"41-80"	"other"	"<S1A-080:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"Dyad"	1	0	0.89286	"NotGradable"	"Dimension"	"NonEmotional"
"17-25"	"good"	"<S1A-081:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"26-40"	"other"	"<S1A-081:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	1	0	1.63265	"Gradable"	"HumanPropensity"	"NonEmotional"
"26-40"	"nice"	"<S1A-081:1$B>"	"Attributive"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	1	3.26531	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"other"	"<S1A-082:1$A>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	1.21547	"NotGradable"	"PhysicalProperty"	"NonEmotional"
"17-25"	"nice"	"<S1A-082:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"nice"	"<S1A-082:1$C>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"nice"	"<S1A-082:1$C>"	"Predicative"	"NoPrime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	7.29282	"NotGradable"	"HumanPropensity"	"NonEmotional"
"17-25"	"good"	"<S1A-082:1$A>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	20.55249	"NotGradable"	"Value"	"PositiveEmotional"
"17-25"	"other"	"<S1A-082:1$B>"	"Predicative"	"Prime"	"Women"	"AcademicManagerialProfessionals"	"SameSex"	"MultipleInterlocutors"	0	0	0.55249	"NotGradable"	"Value"	"NegativeEmotional"
